regime,metric,seed,N,T,beta_hat,fixed_statistic,adaptive_statistic,fixed_reject,adaptive_reject,fixed_mean,adaptive_mean,fixed_se,adaptive_se,fixed_weight_norm_squared,adaptive_weight_norm_squared,spectrum_means
smooth,typeI,544,120,100,0.9306718042396948,0.1917932627509602,0.13785360441450673,0,0,0.0008380545065186248,0.0006025630839815076,0.0043695721867291135,0.004371036118647168,1.0507812500000016,1.1769492980575436,"[0.006785748756867995, 0.004998094118610212, 0.003430863323499254, 0.0033480212943837024, 0.002053360952346644]"
smooth,typeI,545,120,100,1.9388408401807498,0.8813609708335856,1.1788214012510077,0,0,0.0038490433834678277,0.005145394968530422,0.004367158872292049,0.004364863891230633,1.0507812500000016,0.4542793359054067,"[0.009503702636470357, 0.006953877874993968, 0.006110915888525982, 0.006102742042104679, 0.0052212074339461345]"
smooth,typeI,546,120,100,0.8183617427730838,0.5115254390215482,0.36086500500424507,0,0,0.0022143876420378196,0.001564846028901643,0.004328988302661008,0.004336375118676954,1.0507812500000016,1.4538115715776894,"[0.008229631716410196, 0.005419900047059079, 0.005368673525418038, 0.003682624641386314, 0.0041132445172698895]"
smooth,typeI,547,120,100,0.7051065377017892,0.837171126786228,0.47701856382445657,0,0,0.0032816278641403856,0.0018770970139932487,0.0039199009128970475,0.0039350607216284824,1.0507812500000016,1.878223542363838,"[0.00978506222659075, 0.007254921249066868, 0.006424573431418516, 0.005856767594957579, 0.004635312680068965]"
smooth,typeI,548,120,100,1.0612123116918881,-0.9165145610955547,-0.8844050584600586,0,0,-0.0037158566103823744,-0.003583881996175459,0.0040543345060886195,0.004052308342080015,1.0507812500000016,0.9593976853999557,"[0.0011611112821876908, -0.001132387172219835, -0.0014745164348151899, -0.0025307758241814656, -0.0020395839339659378]"
smooth,typeI,549,120,100,0.617373042694876,0.30141128199858747,-0.010048176253386498,0,0,0.0013806458964342474,-4.5851978370739843e-05,0.004580604572196197,0.004563213981769729,1.0507812500000016,2.380494213028186,"[0.006382298073787279, 0.00461184155719532, 0.0022608880090140425, 0.0037306345252488735, 0.002760694226312255]"
smooth,typeI,550,120,100,1.4407650022986902,0.6801682224115241,0.9324175954819225,0,0,0.002340493058221957,0.003230249455626196,0.0034410502888885058,0.0034643806286781113,1.0507812500000016,0.6289131891910705,"[0.008722057507423827, 0.005760218111572802, 0.004824080365224921, 0.004034367694446014, 0.004604990327762972]"
smooth,typeI,551,120,100,1.7246378481382112,-1.5700271559033958,-1.2832021544558578,0,0,-0.007199310434218757,-0.005843903388315826,0.004585468733549556,0.004554156465544537,1.0507812500000016,0.5109994722030234,"[-0.0006480811715912793, -0.0034352789534886027, -0.0038992058537926397, -0.005461990141527139, -0.005194218353977346]"
smooth,typeI,552,120,100,0.7347217268715592,-0.39114655370827556,-0.6108315502125286,0,0,-0.0017682265450499497,-0.0027605678779143265,0.004520624119748032,0.004519360332572594,1.0507812500000016,1.7480186313422341,"[0.0029877472043541775, 0.002389500091952354, 0.0006225410630715582, -0.0005761851732075363, -0.00029666263404835624]"
smooth,typeI,553,120,100,1.566823861045469,0.05459978067069071,0.2731119843439446,0,0,0.00022672643686652628,0.0011317620560514418,0.004152515524448498,0.004143948713089619,1.0507812500000016,0.5685911747645623,"[0.005325979095434889, 0.003264117068748365, 0.002613100434447082, 0.001574276598464577, 0.0018642041339936772]"
