setting,regime,metric,seed,N,T,reject,statistic,product_mean,cluster_se
binning: equal-width,large_n,power,75766,160,160,1,7.830476431911764,0.022047169933224683,0.0028155591968038133
binning: equal-width,large_n,power,75767,160,160,1,5.458940415294268,0.017574714032369196,0.0032194368678453164
binning: equal-width,large_n,power,75768,160,160,1,5.712184986359987,0.017987007557063266,0.00314888393846034
binning: equal-width,large_n,power,75769,160,160,1,7.629862286051529,0.018430791889810463,0.002415612654438673
binning: equal-width,large_n,power,75770,160,160,1,7.059036080670046,0.021224398300910212,0.0030066992232876616
binning: equal-width,large_n,power,75771,160,160,1,5.862484934568068,0.018977742927135288,0.0032371499695006915
binning: equal-width,large_n,power,75772,160,160,1,6.521721716181634,0.018466277885669707,0.0028315035031089026
binning: equal-width,large_n,power,75773,160,160,1,5.574558649311919,0.017873120917843318,0.003206194793564408
binning: equal-width,large_n,power,75774,160,160,1,7.855288566879277,0.022043815962813178,0.002806238851078983
binning: equal-width,large_n,power,75775,160,160,1,5.658303378635604,0.01645130757775209,0.0029074629755393246
binning: equal-width,large_n,power,75776,160,160,1,4.743511676611385,0.012657516665074121,0.0026683852656005785
binning: equal-width,large_n,power,75777,160,160,1,5.9952363115038665,0.019054481027599487,0.0031782702194802707
binning: equal-width,large_n,power,75778,160,160,1,4.563795572345117,0.01308677876109191,0.0028675208066708466
binning: equal-width,large_n,power,75779,160,160,1,5.0461016265166805,0.013174816432340006,0.0026108900310504776
binning: equal-width,large_n,power,75780,160,160,1,7.280563277026502,0.020273179673227643,0.0027845619771204744
binning: equal-width,large_n,power,75781,160,160,1,6.063285596651002,0.01776381579760232,0.002929734302374605
binning: equal-width,large_n,power,75782,160,160,1,5.553695162666114,0.015299137147214252,0.0027547671773669557
binning: equal-width,large_n,power,75783,160,160,1,5.643973472242697,0.01575671092858964,0.002791776220437926
binning: equal-width,large_n,power,75784,160,160,1,5.339346285884054,0.019322899898304092,0.003618963607846373
binning: equal-width,large_n,power,75785,160,160,1,7.191366330468656,0.021553841284714385,0.0029971830517650363
binning: equal-width,large_n,power,75786,160,160,1,6.098562084902579,0.018167035810687994,0.002978904790632823
binning: equal-width,heavy_tail,typeI,70707,120,100,0,1.644111559308024,0.006938668025888932,0.0042203146049342825
binning: equal-width,heavy_tail,typeI,70708,120,100,0,0.8198060903692089,0.003576064833620274,0.0043620862001766195
binning: equal-width,heavy_tail,typeI,70709,120,100,0,0.3961032064934611,0.0017609046194813872,0.00444557022163479
binning: equal-width,heavy_tail,typeI,70710,120,100,0,0.08600907035643543,0.0003924723062601008,0.004563150196062257
binning: equal-width,heavy_tail,typeI,70711,120,100,0,0.22542911700447726,0.001038585624436176,0.0046071494145787225
binning: equal-width,heavy_tail,typeI,70712,120,100,0,-0.8445646415008952,-0.003845227236552164,0.004552910514603976
binning: equal-width,heavy_tail,typeI,70713,120,100,0,0.41705263943859594,0.0020643417679517355,0.004949835039362399
binning: equal-width,heavy_tail,typeI,70714,120,100,1,1.7783067218946282,0.007564264987039391,0.004253633467110969
binning: equal-width,heavy_tail,typeI,70715,120,100,0,-0.4779985675356547,-0.002212492259757479,0.0046286587659960824
binning: equal-width,heavy_tail,typeI,70716,120,100,0,1.2803384704357679,0.0057843557375273965,0.004517833269165668
binning: equal-width,heavy_tail,typeI,70717,120,100,0,1.0240964989229373,0.004594058378763598,0.004485962390844281
binning: equal-width,heavy_tail,typeI,70718,120,100,0,1.0927064586408841,0.0051745866629163235,0.0047355688455914405
binning: equal-width,heavy_tail,typeI,70719,120,100,0,-1.0426616563753606,-0.004830069830837608,0.004632442174605845
binning: equal-width,heavy_tail,typeI,70720,120,100,0,1.3912140181475128,0.006271715015440094,0.004508087852501133
binning: equal-width,heavy_tail,typeI,70721,120,100,0,1.3233288397610963,0.005886862336409789,0.0044485256872906645
binning: equal-width,heavy_tail,typeI,70722,120,100,0,-1.1984615481985998,-0.00623295008761935,0.005200792713782146
binning: equal-width,heavy_tail,typeI,70723,120,100,0,0.18878549734815422,0.0010004780594954459,0.005299549348594216
binning: equal-width,heavy_tail,typeI,70724,120,100,0,-0.11462279668787477,-0.0005439195951148132,0.004745300331451004
binning: equal-width,heavy_tail,typeI,70725,120,100,1,1.7157580940437254,0.00869815023216205,0.005069566777716381
binning: equal-width,heavy_tail,typeI,70726,120,100,0,-0.32079884742798515,-0.0015702312742081651,0.004894753478067467
binning: equal-width,heavy_tail,typeI,70727,120,100,0,-2.4332302617758037,-0.011661020161729537,0.00479240306390862
binning: equal-width,heavy_tail,typeI,70728,120,100,0,-0.32113604001968965,-0.0015616433883154294,0.004862871785489044
binning: equal-width,heavy_tail,typeI,70729,120,100,0,0.3390659286929011,0.001356225758544546,0.003999888056499204
binning: equal-width,heavy_tail,typeI,70730,120,100,0,0.3644784893802597,0.0018882819118741945,0.005180777376148949
binning: equal-width,heavy_tail,typeI,70731,120,100,0,0.5955248075076061,0.0025941525771467403,0.004356078108658147
binning: equal-width,heavy_tail,typeI,70732,120,100,0,-0.7114252497042213,-0.003037867337515998,0.0042701145886781585
binning: equal-width,heavy_tail,typeI,70733,120,100,0,0.47046795910693323,0.0023498116336352717,0.004994626282512004
binning: equal-width,heavy_tail,typeI,70734,120,100,0,0.5333170833759018,0.0022814564925797034,0.004277861264330899
binning: equal-width,heavy_tail,typeI,70735,120,100,0,0.3996800120140469,0.0018097407083940329,0.004527974014198209
binning: equal-width,heavy_tail,typeI,70736,120,100,0,-1.3122155446141328,-0.006814979838873905,0.005193491166024787
binning: equal-width,heavy_tail,typeI,70737,120,100,0,0.15411297113935085,0.0007189059037789765,0.004664798157248767
binning: equal-width,heavy_tail,typeI,70738,120,100,0,-1.0607345199404516,-0.004580094230856417,0.0043178515875146
binning: equal-width,heavy_tail,typeI,70739,120,100,0,0.03537200133799495,0.0001622912653435519,0.004588127875287232
binning: equal-width,heavy_tail,typeI,70740,120,100,0,0.281636515118586,0.001411819626336015,0.005012913988591122
binning: equal-width,heavy_tail,typeI,70741,120,100,0,1.0799641188383784,0.004294345382108281,0.003976377832559222
binning: equal-width,heavy_tail,typeI,70742,120,100,0,-0.382545009364756,-0.0018113583326398537,0.004735020163111647
binning: equal-width,heavy_tail,typeI,70743,120,100,0,-0.5461213293022353,-0.0027962972906433025,0.005120285805749533
binning: equal-width,heavy_tail,typeI,70744,120,100,0,0.19683781317898524,0.0009695597918390364,0.004925678537981991
binning: equal-width,heavy_tail,typeI,70745,120,100,0,-0.0863860501875481,-0.0003962363674066974,0.004586809635889706
binning: equal-width,heavy_tail,typeI,70746,120,100,0,1.0457874160735587,0.004699102059052782,0.004493362596287212
binning: equal-width,heavy_tail,typeI,70747,120,100,0,-0.05618784200000261,-0.0002620936161244819,0.0046645965887864085
binning: equal-width,heavy_tail,typeI,70748,120,100,0,-0.17509757511210639,-0.0008039261989806104,0.004591304011297105
binning: equal-width,heavy_tail,typeI,70749,120,100,0,0.13732390238329117,0.0006451899737711458,0.004698307887947472
binning: equal-width,heavy_tail,typeI,70750,120,100,0,-0.6655087476128291,-0.0031759843179037387,0.004772265322275554
binning: equal-width,heavy_tail,typeI,70751,120,100,0,-1.4922274517961909,-0.007897074751723703,0.005292138770277956
binning: equal-width,heavy_tail,typeI,70752,120,100,0,0.7003826732840333,0.0036660572505472356,0.005234363142305352
binning: equal-width,heavy_tail,typeI,70753,120,100,0,1.5650266867843967,0.0061991189760111955,0.003961030842706138
binning: equal-width,heavy_tail,typeI,70754,120,100,0,0.68947124828714,0.0033602257881353774,0.004873627140338655
binning: equal-width,heavy_tail,typeI,70755,120,100,0,0.9171977356094725,0.004659841605933701,0.005080520181220534
binning: equal-width,heavy_tail,typeI,70756,120,100,0,0.08286822778972051,0.0004017900936992401,0.004848542130269625
binning: equal-width,heavy_tail,typeI,70757,120,100,1,1.764176662010065,0.007039135945554314,0.003990040281756178
binning: equal-width,heavy_tail,typeI,70758,120,100,0,0.9590270506105687,0.004332713571114413,0.004517822065974022
binning: equal-width,heavy_tail,typeI,70759,120,100,0,0.4465413242678558,0.002253841425593275,0.005047330007561222
binning: equal-width,heavy_tail,typeI,70760,120,100,1,2.457537041795481,0.011004571565481427,0.004477886346503027
binning: equal-width,heavy_tail,typeI,70761,120,100,0,0.7031893486370232,0.0031638515456155684,0.0044992882098512915
binning: equal-width,heavy_tail,typeI,70762,120,100,0,0.8842878761487167,0.004005305244735696,0.004529413274531987
binning: equal-width,heavy_tail,typeI,70763,120,100,0,1.2649726721344,0.006075489993992174,0.004802862645041132
binning: equal-width,heavy_tail,typeI,70764,120,100,0,1.1443139089353287,0.00573044220265447,0.005007753692329127
binning: equal-width,heavy_tail,typeI,70765,120,100,0,0.9940374554901027,0.0049135340185008465,0.004943006917257725
binning: equal-width,heavy_tail,typeI,70766,120,100,0,1.1436371316641982,0.006482194038216679,0.005668051393875186
binning: equal-width,heavy_tail,typeI,70767,120,100,0,-0.7833034893801611,-0.003599505309521674,0.004595288235432236
binning: equal-width,heavy_tail,typeI,70768,120,100,1,1.9058666513995337,0.008471511345976814,0.004444965412326163
binning: equal-width,heavy_tail,typeI,70769,120,100,0,-2.4687767808374663,-0.010428258354546825,0.004224058827630952
binning: equal-width,heavy_tail,typeI,70770,120,100,0,-1.3658148830291703,-0.006427491359039548,0.004705975486798288
binning: equal-width,heavy_tail,typeI,70771,120,100,0,0.21626880083696856,0.0011081080038331883,0.005123753401067411
binning: equal-width,heavy_tail,typeI,70772,120,100,0,0.3763940664091673,0.0018927703746401256,0.005028693445402374
binning: equal-width,heavy_tail,typeI,70773,120,100,0,1.1238076860080173,0.0058302004868545036,0.005187898747662516
binning: equal-width,heavy_tail,typeI,70774,120,100,0,0.05923456755375056,0.00026687088828779553,0.004505323484393329
binning: equal-width,heavy_tail,typeI,70775,120,100,0,-0.8771604696918361,-0.004069063483189434,0.00463890430974275
binning: equal-width,heavy_tail,typeI,70776,120,100,0,0.7907771962200244,0.003753167432542284,0.004746175598490588
binning: equal-width,heavy_tail,typeI,70777,120,100,0,0.6567578486592367,0.0030837861911143646,0.004695469109976952
binning: equal-width,heavy_tail,typeI,70778,120,100,0,-1.4092345968221618,-0.0068192448059020165,0.004838970616588239
binning: equal-width,heavy_tail,typeI,70779,120,100,0,-1.487021552797376,-0.006519711171628648,0.004384409331097996
binning: equal-width,heavy_tail,typeI,70780,120,100,1,3.6227289104036395,0.017291870279451223,0.00477316153295185
binning: equal-width,heavy_tail,typeI,70781,120,100,0,0.48871063509220014,0.0023265266027880267,0.004760540155523941
binning: equal-width,heavy_tail,typeI,70782,120,100,0,0.4480183178573015,0.0019810396244233025,0.004421782649195794
binning: equal-width,heavy_tail,typeI,70783,120,100,0,0.7115562653302318,0.0037120495029678868,0.005216803904108879
binning: equal-width,heavy_tail,typeI,70784,120,100,0,0.10041315354240642,0.0004740723550905879,0.004721217672845798
binning: equal-width,heavy_tail,typeI,70785,120,100,0,0.9768947396370713,0.004252212743556713,0.0043527849736773715
binning: equal-width,heavy_tail,typeI,70786,120,100,0,-0.3586329938566085,-0.0015737309001602681,0.0043881375308973646
binning: equal-width,heavy_tail,typeI,70787,120,100,0,1.095929453065846,0.005745611387556287,0.005242683615704482
binning: equal-width,heavy_tail,typeI,70788,120,100,0,0.44642379811733696,0.0019342240625294434,0.004332708226323222
binning: equal-width,heavy_tail,typeI,70789,120,100,0,-1.8432562677135336,-0.00913427178158176,0.004955508325986794
binning: equal-width,heavy_tail,typeI,70790,120,100,0,-0.6881908020085884,-0.0031364294475958233,0.004557499807381443
binning: equal-width,heavy_tail,typeI,70791,120,100,0,0.0961984048104372,0.0004217062334127658,0.00438371337075448
binning: equal-width,heavy_tail,typeI,70792,120,100,0,0.11649391048416108,0.0005380109565188492,0.0046183612025969285
binning: equal-width,heavy_tail,typeI,70793,120,100,0,0.5668785500453362,0.0024386490875018887,0.004301889862135121
binning: equal-width,heavy_tail,typeI,70794,120,100,0,0.04494758939471425,0.0002336538420209305,0.0051983620293640865
binning: equal-width,heavy_tail,typeI,70795,120,100,0,0.17559954166066624,0.0008767781992982305,0.004993055169771129
binning: equal-width,heavy_tail,typeI,70796,120,100,0,1.4998594320835148,0.006836819560236033,0.004558306874624065
binning: equal-width,heavy_tail,typeI,70797,120,100,0,-0.5748699682015546,-0.0026558439137033345,0.0046199037358169515
binning: equal-width,heavy_tail,typeI,70798,120,100,0,-1.284225015008582,-0.006281834209999934,0.004891537025509469
binning: equal-width,heavy_tail,typeI,70799,120,100,0,-0.2810078792346436,-0.0013518563081516626,0.004810741648360872
binning: equal-width,heavy_tail,typeI,70800,120,100,0,0.9746709507486314,0.005011035738922452,0.005141258939823274
binning: equal-width,heavy_tail,typeI,70801,120,100,0,1.1928967409680225,0.005501052993365948,0.004611508108322857
binning: equal-width,heavy_tail,typeI,70802,120,100,0,1.1250001279108546,0.005705637509349676,0.005071677209446319
binning: equal-width,heavy_tail,typeI,70803,120,100,0,-0.363342615439679,-0.0018636510789448964,0.00512918386049955
binning: equal-width,heavy_tail,typeI,70804,120,100,0,0.1679532480973203,0.0007108906738009235,0.004232669995098867
binning: equal-width,heavy_tail,typeI,70805,120,100,0,1.5937674663248182,0.007580222228649705,0.004756165744887162
binning: equal-width,heavy_tail,typeI,70806,120,100,0,-1.0895397293508104,-0.004562819318836013,0.004187841155232325
binning: equal-width,heavy_tail,typeI,70807,120,100,0,0.30678630174463545,0.0011661612226710645,0.003801216729819183
binning: equal-width,heavy_tail,typeI,70808,120,100,0,0.6593779648687151,0.002804044381489754,0.004252560035196278
binning: equal-width,heavy_tail,typeI,70809,120,100,1,2.1525379001078333,0.010897172384436483,0.005062476430213181
binning: equal-width,heavy_tail,typeI,70810,120,100,0,1.2665493485087724,0.005452198455477364,0.004304765907381934
binning: equal-width,heavy_tail,typeI,70811,120,100,1,1.902299194777133,0.008583029503524662,0.00451192405857598
binning: equal-width,heavy_tail,typeI,70812,120,100,1,1.7510891555369905,0.00926765297424354,0.005292507777196251
binning: equal-width,heavy_tail,typeI,70813,120,100,0,1.6440841924598621,0.008630914876800212,0.005249679375535339
binning: equal-width,heavy_tail,typeI,70814,120,100,0,0.588444541391614,0.003332010764413133,0.005662404067056603
binning: equal-width,heavy_tail,typeI,70815,120,100,0,0.02211573502248246,0.00010129943073850948,0.004580423424115467
binning: equal-width,heavy_tail,typeI,70816,120,100,1,1.8071090607190117,0.009310418529344855,0.005152106605918089
binning: equal-width,heavy_tail,typeI,70817,120,100,1,1.8640130791203084,0.007657661259603683,0.004108158545334668
binning: equal-width,heavy_tail,typeI,70818,120,100,0,-1.3010531560582683,-0.005832604758402388,0.004482987287062982
binning: equal-width,heavy_tail,typeI,70819,120,100,0,0.9414803183012246,0.004052037160315099,0.00430390001952081
binning: equal-width,heavy_tail,typeI,70820,120,100,0,-0.17760825987226664,-0.0008699834774505586,0.004898327803426701
binning: equal-width,heavy_tail,typeI,70821,120,100,0,0.2103467283727549,0.0010163609419203171,0.004831836224803204
binning: equal-width,heavy_tail,typeI,70822,120,100,0,1.0185433099993257,0.005813068540735904,0.0057072374671429055
binning: equal-width,heavy_tail,typeI,70823,120,100,0,0.647529963853963,0.0032640718820260363,0.005040804386254131
binning: equal-width,heavy_tail,typeI,70824,120,100,0,-0.5459416213874135,-0.002483420400081534,0.004548875379331516
binning: equal-width,heavy_tail,typeI,70825,120,100,0,0.9232210923451573,0.004245904144549406,0.004599011200842477
binning: equal-width,heavy_tail,typeI,70826,120,100,0,0.3966716424099597,0.0018489925901014708,0.00466126738697025
binning: equal-width,heavy_tail,typeI,70827,120,100,0,0.42354695938419445,0.0019908828402175434,0.004700500844374228
binning: equal-width,heavy_tail,typeI,70828,120,100,0,1.6239470273312817,0.007291625612343518,0.004490063708744387
binning: equal-width,heavy_tail,typeI,70829,120,100,0,-0.4288868905236408,-0.0021165750228274442,0.0049350424776174765
binning: equal-width,heavy_tail,typeI,70830,120,100,0,-2.164061673755985,-0.009228932688624963,0.004264634784001815
binning: equal-width,heavy_tail,typeI,70831,120,100,0,0.399742600506318,0.001906987781915235,0.004770539290783181
binning: equal-width,heavy_tail,typeI,70832,120,100,0,-0.8908718342177874,-0.00459031595314622,0.005152610933284984
binning: equal-width,heavy_tail,typeI,70833,120,100,1,2.087943703201108,0.009337801960120075,0.004472247956591896
binning: equal-width,heavy_tail,typeI,70834,120,100,0,-0.30093736170853386,-0.0015565204121970242,0.005172240506662503
binning: equal-width,heavy_tail,typeI,70835,120,100,0,0.25390896306404626,0.0011670929578548547,0.004596501611329355
binning: equal-width,heavy_tail,typeI,70836,120,100,0,-1.1174289643301876,-0.005454972563054717,0.004881717529422151
binning: equal-width,heavy_tail,typeI,70837,120,100,0,-1.5518118555971274,-0.007695666398235306,0.004959149120093596
binning: equal-width,heavy_tail,typeI,70838,120,100,0,0.1699457768903298,0.0009303580828197817,0.005474440729528481
binning: equal-width,heavy_tail,typeI,70839,120,100,0,0.33934390771141887,0.0016564414735889131,0.004881306061335174
binning: equal-width,heavy_tail,typeI,70840,120,100,0,0.970352190992374,0.005198743635794149,0.005357584271003109
binning: equal-width,heavy_tail,typeI,70841,120,100,0,-1.0026888479649412,-0.004858507089821588,0.0048454783352606555
binning: equal-width,heavy_tail,typeI,70842,120,100,0,0.6916410737617856,0.0031814518759659574,0.0045998596622700135
binning: equal-width,heavy_tail,typeI,70843,120,100,0,0.02883844040023794,0.00014046850337142214,0.004870877253482235
binning: equal-width,heavy_tail,typeI,70844,120,100,0,0.6628103063350624,0.003047219013355091,0.004597422496648184
binning: equal-width,heavy_tail,typeI,70845,120,100,0,-1.4731278340737495,-0.006922856085231826,0.004699426570528871
binning: equal-width,heavy_tail,typeI,70846,120,100,0,1.5146064084757829,0.007281006633335091,0.004807193864089283
binning: equal-width,heavy_tail,typeI,70847,120,100,0,0.5503529664801792,0.0024783104995354886,0.004503129174329151
binning: equal-width,heavy_tail,typeI,70848,120,100,0,1.453593120464816,0.006899340028030264,0.004746403880766895
binning: equal-width,heavy_tail,typeI,70849,120,100,0,1.3412313509859537,0.006645029002803895,0.0049544241550266935
binning: equal-width,heavy_tail,typeI,70850,120,100,0,-1.1955889100158688,-0.005922069169625718,0.004953265390816577
binning: equal-width,heavy_tail,typeI,70851,120,100,0,1.5117141815619053,0.00617350571109437,0.00408377839302658
binning: equal-width,heavy_tail,typeI,70852,120,100,0,-1.4430902491271873,-0.006785623198872129,0.004702147494223748
binning: equal-width,heavy_tail,typeI,70853,120,100,0,-0.12983284157563169,-0.0006212603476318298,0.004785078567890129
binning: equal-width,heavy_tail,typeI,70854,120,100,1,2.425823192890179,0.011675147666222841,0.004812860104743583
binning: equal-width,heavy_tail,typeI,70855,120,100,0,-0.7369254660025728,-0.0037174327701964536,0.005044516632545678
binning: equal-width,heavy_tail,typeI,70856,120,100,0,-0.6222894376657987,-0.0029091389538472116,0.004674896885216888
binning: equal-width,heavy_tail,power,75707,120,100,0,1.5787908855072303,0.008206693689265519,0.0051980878307572
binning: equal-width,heavy_tail,power,75708,120,100,1,3.7848957918680823,0.019862993011496313,0.0052479629833329395
binning: equal-width,heavy_tail,power,75709,120,100,0,0.7461658418716646,0.003332050992982621,0.004465563559737046
binning: equal-width,heavy_tail,power,75710,120,100,1,2.57534353595548,0.013555363146974685,0.005263516481480012
binning: equal-width,heavy_tail,power,75711,120,100,1,3.580543033679035,0.01846291689962589,0.0051564571982409884
binning: equal-width,heavy_tail,power,75712,120,100,1,3.5422305038335855,0.017746724221697846,0.00501004217610667
binning: equal-width,heavy_tail,power,75713,120,100,1,2.5345537595722085,0.012752025289537151,0.0050312703928164
binning: equal-width,heavy_tail,power,75714,120,100,1,2.065875359123844,0.010743270059681433,0.005200347645483194
binning: equal-width,heavy_tail,power,75715,120,100,1,3.2576965143713092,0.017439519407719734,0.0053533284425929155
binning: equal-width,heavy_tail,power,75716,120,100,1,2.895098284144515,0.011680638620848251,0.00403462593474605
binning: equal-width,heavy_tail,power,75717,120,100,1,2.465158876052978,0.011430460897795643,0.004636804957616854
binning: equal-width,heavy_tail,power,75718,120,100,1,3.2486884452011555,0.01824518314371908,0.005616168940629009
binning: equal-width,heavy_tail,power,75719,120,100,1,2.8971019857866915,0.01261318194816628,0.0043537238281728076
binning: equal-width,heavy_tail,power,75720,120,100,1,3.1261100620858477,0.015240771738416682,0.004875315147492764
binning: equal-width,heavy_tail,power,75721,120,100,1,4.5643002306941325,0.021033834656159968,0.00460833722433749
binning: equal-width,heavy_tail,power,75722,120,100,1,2.381372701664695,0.012721628039621331,0.005342140703438942
binning: equal-width,heavy_tail,power,75723,120,100,1,5.158306930574408,0.024467554448331773,0.004743330472118138
binning: equal-width,heavy_tail,power,75724,120,100,1,3.3036503427891413,0.013680365492729883,0.004140984690643771
binning: equal-width,heavy_tail,power,75725,120,100,1,5.531225078267609,0.026745492479288563,0.004835365059428263
binning: equal-width,heavy_tail,power,75726,120,100,1,3.5587781378930603,0.01570430150570213,0.0044128352196183
binning: equal-width,heavy_tail,power,75727,120,100,1,3.0601388107337075,0.01474748975895866,0.004819222483382301
binning: equal-width,heavy_tail,power,75728,120,100,1,4.701331729646859,0.019738396552006553,0.004198469218314275
binning: equal-width,heavy_tail,power,75729,120,100,1,3.1074506797674397,0.016616134811334848,0.005347191805656716
binning: equal-width,heavy_tail,power,75730,120,100,1,1.7474525711107034,0.00884924719669008,0.005064084337960247
binning: equal-width,heavy_tail,power,75731,120,100,1,2.6854258522599,0.011476060599335706,0.004273460237108432
binning: equal-width,heavy_tail,power,75732,120,100,0,1.6190424135803054,0.008790119715819056,0.0054292090448580825
binning: equal-width,heavy_tail,power,75733,120,100,1,3.376784369429787,0.01654655818701638,0.004900093217918583
binning: equal-width,heavy_tail,power,75734,120,100,1,3.9590560664017898,0.01723643296841073,0.004353672360107836
binning: equal-width,heavy_tail,power,75735,120,100,1,4.154434092596349,0.020029809055328467,0.0048213086569416875
binning: equal-width,heavy_tail,power,75736,120,100,0,1.327012339862172,0.005851639906546716,0.004409634884898271
binning: equal-width,heavy_tail,power,75737,120,100,1,3.647591959353801,0.016220809433794153,0.004446991224497542
binning: equal-width,heavy_tail,power,75738,120,100,1,3.5559494968478282,0.01623671717674852,0.0045660708036324915
binning: equal-width,heavy_tail,power,75739,120,100,1,4.497041437082603,0.023786179690160045,0.00528929520062217
binning: equal-width,heavy_tail,power,75740,120,100,1,5.051813373200277,0.019629570420868395,0.003885648374305094
binning: equal-width,heavy_tail,power,75741,120,100,1,3.7190060287817457,0.018397579541327223,0.004946907694944988
binning: equal-width,heavy_tail,power,75742,120,100,1,3.5934368433551747,0.01869922668315391,0.00520371652495624
binning: equal-width,heavy_tail,power,75743,120,100,1,3.386346294753858,0.016748859338632655,0.0049459972137462895
binning: equal-width,heavy_tail,power,75744,120,100,1,1.8998730874860381,0.009395652605956716,0.0049454106528711815
binning: equal-width,heavy_tail,power,75745,120,100,1,2.5543605554924556,0.012109627842732716,0.004740766849337014
binning: equal-width,heavy_tail,power,75746,120,100,1,2.294745697346636,0.010293773148808852,0.00448580126360464
binning: equal-width,heavy_tail,power,75747,120,100,1,5.7858752754354805,0.02327185051857714,0.0040221832325664075
binning: equal-width,heavy_tail,power,75748,120,100,1,3.819515971289837,0.018837764400818777,0.0049319768636698035
binning: equal-width,heavy_tail,power,75749,120,100,1,2.784004028091348,0.015672402384236592,0.0056294467343070784
binning: equal-width,heavy_tail,power,75750,120,100,1,3.571978707773086,0.02133444038670542,0.005972723280874806
binning: equal-width,heavy_tail,power,75751,120,100,1,3.6381805338139896,0.016349953361442047,0.004493991765796736
binning: equal-width,heavy_tail,power,75752,120,100,1,2.67389737584175,0.013105054253050398,0.004901105918070207
binning: equal-width,heavy_tail,power,75753,120,100,1,4.047384121595712,0.019807059302642968,0.004893792807299417
binning: equal-width,heavy_tail,power,75754,120,100,1,3.686156184697051,0.01708490422746856,0.004634883431797041
binning: equal-width,heavy_tail,power,75755,120,100,1,3.399737029126308,0.018129356100985185,0.0053325760038693965
binning: equal-width,heavy_tail,power,75756,120,100,1,2.1013591762830837,0.010811815506112267,0.005145153493100771
binning: equal-width,heavy_tail,power,75757,120,100,1,2.7748951100075727,0.012133797624089466,0.004372704964713549
binning: equal-width,heavy_tail,power,75758,120,100,1,3.8498771881573552,0.017920625519712217,0.00465485641330015
binning: equal-width,heavy_tail,power,75759,120,100,1,1.8624766580487202,0.009261445685705852,0.004972650607825003
binning: equal-width,heavy_tail,power,75760,120,100,1,2.7126846280898604,0.013857558381875345,0.005108429575034366
binning: equal-width,heavy_tail,power,75761,120,100,1,2.1183391265237184,0.01207113542251174,0.005698396102573514
binning: equal-width,heavy_tail,power,75762,120,100,1,3.3135765487308877,0.016223385502657384,0.0048960346212224976
binning: equal-width,heavy_tail,power,75763,120,100,1,4.437919001879149,0.019837796017656624,0.004470067166448215
binning: equal-width,heavy_tail,power,75764,120,100,1,4.200356923392805,0.019434632861473677,0.0046269003363113015
binning: equal-width,heavy_tail,power,75765,120,100,1,4.433241655282743,0.021603793655847758,0.004873136935836606
binning: equal-width,heavy_tail,power,75766,120,100,1,3.583775196833686,0.018501702566618632,0.0051626292248925475
binning: equal-width,heavy_tail,power,75767,120,100,1,2.4305039118219613,0.012639790519448245,0.0052004814548819904
binning: equal-width,heavy_tail,power,75768,120,100,1,3.863749099459372,0.017955915109861324,0.004647277721106106
binning: equal-width,heavy_tail,power,75769,120,100,1,4.69328728716405,0.024247814500987834,0.005166488437071521
binning: equal-width,heavy_tail,power,75770,120,100,1,3.4920555012099554,0.020474260804966452,0.0058630971924336145
binning: equal-width,heavy_tail,power,75771,120,100,1,5.597827112193184,0.02637028331935074,0.004710807031162324
binning: equal-width,heavy_tail,power,75772,120,100,1,2.379658276493787,0.012711000840537631,0.0053415235986177595
binning: equal-width,heavy_tail,power,75773,120,100,1,3.527921210751241,0.01918866131832389,0.005439084427352567
binning: equal-width,heavy_tail,power,75774,120,100,1,2.9074964184359353,0.014803137603843405,0.005091369162135248
binning: equal-width,heavy_tail,power,75775,120,100,1,1.688950597215152,0.009439398495440274,0.005588913323459281
binning: equal-width,heavy_tail,power,75776,120,100,1,2.4962941604239637,0.012372934552235823,0.004956521049640414
binning: equal-width,heavy_tail,power,75777,120,100,1,2.873737356665482,0.013783302342021665,0.0047962985587573
binning: equal-width,heavy_tail,power,75778,120,100,1,4.675915353267664,0.021859560443539854,0.004674926467234648
binning: equal-width,heavy_tail,power,75779,120,100,1,3.3630185126918106,0.01658601471087892,0.004931883261505814
binning: equal-width,heavy_tail,power,75780,120,100,1,2.2453971799586667,0.012154253284207646,0.005412963636318177
binning: equal-width,heavy_tail,power,75781,120,100,1,3.1118021896202337,0.01596910383396928,0.005131786296454196
binning: equal-width,heavy_tail,power,75782,120,100,1,3.52934997561587,0.016668893231849145,0.004722935766363161
binning: equal-width,heavy_tail,power,75783,120,100,1,3.622465569709671,0.01882963383030368,0.0051980159556941795
binning: equal-width,heavy_tail,power,75784,120,100,1,4.148353281581509,0.022218771583036073,0.005356046140449599
binning: equal-width,heavy_tail,power,75785,120,100,1,5.39080414077766,0.025143932373425475,0.00466422665650737
binning: equal-width,heavy_tail,power,75786,120,100,1,3.7856957147817356,0.015784115238820978,0.004169409384169432
binning: equal-width,heavy_tail,power,75787,120,100,1,3.1319133984283556,0.014332117324664816,0.004576153776109167
binning: equal-width,heavy_tail,power,75788,120,100,1,2.914397137134395,0.014600844193683727,0.005009902050631344
binning: equal-width,heavy_tail,power,75789,120,100,1,3.109250299820212,0.01619689440984839,0.005209260383696015
binning: equal-width,heavy_tail,power,75790,120,100,1,5.000187634023257,0.02266202422042055,0.0045322347637954934
binning: equal-width,heavy_tail,power,75791,120,100,1,3.8220305882957373,0.017176933270111678,0.004494190423988981
