setting,regime,metric,seed,N,T,reject
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,505,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,506,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,507,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,508,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,509,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,510,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,511,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,512,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,513,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,514,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,515,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,516,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,517,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,518,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,519,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,520,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,521,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,522,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,523,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,524,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,525,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,526,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,527,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,528,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,529,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,530,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,531,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,532,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,533,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,534,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,535,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,536,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,537,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,538,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,539,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,540,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,541,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,542,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,543,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,544,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,545,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,546,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,547,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,548,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,549,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,550,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,551,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,552,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,553,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,554,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,555,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,556,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,557,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,558,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,559,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,560,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,561,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,562,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,563,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,564,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,565,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,566,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,567,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,568,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,569,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,570,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,571,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,572,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,573,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,574,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,575,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,576,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,577,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,578,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,579,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,580,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,581,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,582,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,583,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,584,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,585,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,586,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,587,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,588,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,589,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,590,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,591,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,592,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,593,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,594,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,595,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,596,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,597,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,598,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,599,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,600,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,601,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,602,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,603,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,typeI,604,600,60,0
legacy_cluster_extrapolation_beta1,high_dim_fe,power,505,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,506,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,507,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,508,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,509,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,510,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,511,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,512,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,513,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,514,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,515,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,516,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,517,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,518,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,519,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,520,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,521,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,522,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,523,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,524,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,525,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,526,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,527,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,528,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,529,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,530,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,531,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,532,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,533,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,534,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,535,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,536,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,537,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,538,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,539,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,540,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,541,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,542,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,543,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,544,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,545,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,546,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,547,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,548,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,549,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,550,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,551,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,552,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,553,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,554,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,555,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,556,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,557,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,558,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,559,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,560,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,561,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,562,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,563,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,564,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,565,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,566,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,567,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,568,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,569,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,570,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,571,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,572,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,573,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,574,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,575,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,576,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,577,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,578,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,579,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,580,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,581,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,582,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,583,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,584,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,585,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,586,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,587,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,588,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,589,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,590,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,591,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,592,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,593,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,594,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,595,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,596,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,597,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,598,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,599,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,600,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,601,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,602,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,603,600,60,1
legacy_cluster_extrapolation_beta1,high_dim_fe,power,604,600,60,1
legacy_cluster_extrapolation_beta1,serial,typeI,505,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,506,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,507,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,508,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,509,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,510,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,511,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,512,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,513,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,514,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,515,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,516,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,517,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,518,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,519,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,520,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,521,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,522,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,523,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,524,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,525,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,526,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,527,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,528,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,529,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,530,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,531,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,532,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,533,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,534,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,535,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,536,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,537,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,538,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,539,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,540,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,541,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,542,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,543,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,544,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,545,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,546,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,547,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,548,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,549,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,550,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,551,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,552,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,553,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,554,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,555,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,556,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,557,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,558,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,559,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,560,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,561,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,562,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,563,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,564,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,565,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,566,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,567,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,568,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,569,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,570,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,571,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,572,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,573,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,574,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,575,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,576,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,577,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,578,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,579,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,580,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,581,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,582,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,583,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,584,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,585,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,586,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,587,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,588,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,589,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,590,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,591,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,592,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,593,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,594,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,595,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,596,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,597,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,598,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,599,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,600,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,601,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,602,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,603,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,604,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,605,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,606,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,607,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,608,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,609,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,610,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,611,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,612,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,613,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,614,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,615,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,616,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,617,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,618,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,619,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,620,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,621,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,622,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,623,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,624,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,625,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,626,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,627,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,628,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,629,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,630,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,631,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,632,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,633,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,634,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,635,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,636,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,637,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,638,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,639,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,640,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,641,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,642,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,643,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,644,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,645,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,646,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,647,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,648,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,649,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,650,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,651,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,652,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,653,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,654,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,655,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,656,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,657,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,658,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,659,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,660,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,661,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,662,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,663,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,664,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,665,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,666,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,667,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,668,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,669,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,670,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,671,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,672,120,100,1
legacy_cluster_extrapolation_beta1,serial,typeI,673,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,674,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,675,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,676,120,100,0
legacy_cluster_extrapolation_beta1,serial,typeI,677,120,100,0
