categories,validation_pairs,mass,fit_error,replicate,true_bias,aggregate_upper,rectangle_upper
32,8192,balanced,opposite_direction,151,-0.022500000000000006,-0.013625834830999377,9.730774620886111e-05
32,8192,balanced,exact,152,0.0,0.002365028779697265,0.01795647957696839
32,8192,balanced,same_direction,152,0.0025000000000000022,0.0064025128826660175,0.030369073221534863
32,8192,balanced,opposite_direction,152,-0.022500000000000006,-0.015526950996889066,-0.00053662941038376
32,8192,balanced,exact,153,0.0,0.002663586961878345,0.018763288372466724
32,8192,balanced,same_direction,153,0.0025000000000000022,0.007193920839116192,0.030374133729720226
32,8192,balanced,opposite_direction,153,-0.022500000000000006,-0.0130487940001555,0.0002685338595726335
32,8192,balanced,exact,154,0.0,0.002777006946163024,0.018994791116762322
32,8192,balanced,same_direction,154,0.0025000000000000022,0.006702448948743457,0.029941595677433888
32,8192,balanced,opposite_direction,154,-0.022500000000000006,-0.014727838293682445,-0.00017499113640099233
32,8192,balanced,exact,155,0.0,0.002841162019203924,0.018947851109830716
32,8192,balanced,same_direction,155,0.0025000000000000022,0.007061782863050233,0.031395992507449594
32,8192,balanced,opposite_direction,155,-0.022500000000000006,-0.013328295166670352,-0.00019430936434714183
32,8192,balanced,exact,156,0.0,0.0026663836816295567,0.018464348575010496
32,8192,balanced,same_direction,156,0.0025000000000000022,0.005520994005607108,0.027769469879749143
32,8192,balanced,opposite_direction,156,-0.022500000000000006,-0.014663792992734754,0.00017457652929879833
32,8192,balanced,exact,157,0.0,0.00268212156762122,0.018892372265602617
32,8192,balanced,same_direction,157,0.0025000000000000022,0.0051811107427328406,0.027957665231902868
32,8192,balanced,opposite_direction,157,-0.022500000000000006,-0.013849660284990753,-0.0001304706635238547
32,8192,balanced,exact,158,0.0,0.0026191638102207662,0.01860742885249267
32,8192,balanced,same_direction,158,0.0025000000000000022,0.005565956194388081,0.02969886646244547
32,8192,balanced,opposite_direction,158,-0.022500000000000006,-0.014439671674176554,-0.00020031264158255538
32,8192,balanced,exact,159,0.0,0.002488952015492621,0.018210090174759608
32,8192,balanced,same_direction,159,0.0025000000000000022,0.005410589678538904,0.029024360745348064
32,8192,balanced,opposite_direction,159,-0.022500000000000006,-0.013666077408596154,-0.00044727801808140894
32,8192,balanced,exact,160,0.0,0.0023830642820470223,0.01784619607875412
32,8192,balanced,same_direction,160,0.0025000000000000022,0.0063331218745392775,0.031164703971963876
32,8192,balanced,opposite_direction,160,-0.022500000000000006,-0.017504646271983355,-0.0007022981895851655
32,8192,balanced,exact,161,0.0,0.002270407882056065,0.017940589209892235
32,8192,balanced,same_direction,161,0.0025000000000000022,0.006596889353958372,0.030579461466657222
32,8192,balanced,opposite_direction,161,-0.022500000000000006,-0.015686497933823172,-0.0007896274968618659
32,8192,balanced,exact,162,0.0,0.002662428515060198,0.01827867881731127
32,8192,balanced,same_direction,162,0.0025000000000000022,0.006837702092329719,0.030465925900052072
32,8192,balanced,opposite_direction,162,-0.022500000000000006,-0.014630418898246868,-0.00010282071591390994
32,8192,balanced,exact,163,0.0,0.002696673702323788,0.018913809427259665
32,8192,balanced,same_direction,163,0.0025000000000000022,0.006998494529584893,0.030652233066232885
32,8192,balanced,opposite_direction,163,-0.022500000000000006,-0.014924003697664416,-0.00015598924575444158
32,8192,balanced,exact,164,0.0,0.002629566760412011,0.01868758908603272
32,8192,balanced,same_direction,164,0.0025000000000000022,0.00734266698062084,0.032694405042343215
32,8192,balanced,opposite_direction,164,-0.022500000000000006,-0.013504109566809466,-0.00011780002350368109
32,8192,balanced,exact,165,0.0,0.0027365345211164756,0.01828191840945201
32,8192,balanced,same_direction,165,0.0025000000000000022,0.006587998783397971,0.03045551646767698
32,8192,balanced,opposite_direction,165,-0.022500000000000006,-0.015520710369068743,-0.00014638244887708526
32,8192,balanced,exact,166,0.0,0.002523974217431173,0.018555084360335834
32,8192,balanced,same_direction,166,0.0025000000000000022,0.006431706107603645,0.03138291314510202
32,8192,balanced,opposite_direction,166,-0.022500000000000006,-0.015518150603032887,-0.00039678225843740866
32,8192,balanced,exact,167,0.0,0.0027037468582377638,0.018851012763260653
32,8192,balanced,same_direction,167,0.0025000000000000022,0.0070157263330752825,0.029622904529581592
32,8192,balanced,opposite_direction,167,-0.022500000000000006,-0.014282883014253945,-0.00014029532890342018
32,8192,balanced,exact,168,0.0,0.003112617323794568,0.019116928130524822
