task,baseline,method,block,rows,first,last,bounded_gain_vs_baseline,bounded_gain_vs_ungated,bounded_gain_vs_convex
metro,seasonal_day,convex,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0.020918787103401101,5.4166981315986535e-05,0
metro,seasonal_day,convex,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0.01750636607166977,0.00010148963142264482,0
metro,seasonal_day,convex,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0.016800977924829454,1.7744833293011631e-05,0
metro,seasonal_day,convex,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0.025155420243454015,5.7128450865281571e-05,0
metro,seasonal_day,convex,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0.020005194691871033,-2.5235406656750521e-05,0
metro,seasonal_day,convex,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0.018938226011052793,2.4280314790806138e-05,0
metro,seasonal_day,convex,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0.022821079225598156,3.4727877405001289e-05,0
metro,seasonal_day,convex,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0.019399558429189473,4.8974213581325012e-05,0
metro,seasonal_day,convex,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0.021165574859192068,2.3068199056308259e-06,0
metro,seasonal_day,convex,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0.021494489895696928,2.0821874530930596e-05,0
metro,seasonal_day,convex,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0.021512832091532014,5.3981680697625331e-05,0
metro,seasonal_day,convex,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0.019311193325522193,-2.4988687841133311e-06,0
metro,seasonal_day,convex,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0.022083056843303146,9.7823448916264474e-05,0
metro,seasonal_day,convex,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0.022571818480706943,-0.00012364708594446043,0
metro,seasonal_day,convex,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0.021102259490603601,7.0372790116274135e-05,0
metro,seasonal_day,convex,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0.019658383112664581,0.00011269159539503054,0
metro,seasonal_day,convex,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0.019389324356407077,5.011096600571717e-05,0
metro,seasonal_day,convex,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0.02209080763776981,7.23055080641078e-05,0
metro,seasonal_day,convex,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0.021126772250472343,-2.9697844227543437e-05,0
metro,seasonal_day,convex,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0.018766548222430714,-2.6402410244034248e-05,0
metro,seasonal_day,convex,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0.02553111090548002,5.4898546761271355e-06,0
metro,seasonal_day,convex,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0.020225352905208886,4.6769469359398846e-05,0
metro,seasonal_day,convex,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0.020958838780207146,6.5894573066922437e-06,0
metro,seasonal_day,convex,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0.031841720046128751,-0.0001690622461467156,0
metro,seasonal_day,convex,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0.019661367119590326,9.9324024739373012e-05,0
metro,seasonal_day,convex,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0.024753536963632659,0.00011078137449903783,0
metro,seasonal_day,convex,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0.017609462615789512,0.00013129764927718838,0
metro,seasonal_day,convex,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0.019004466584018657,-2.5159509517081383e-05,0
metro,seasonal_day,convex,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0.012890582312163969,0.00015437846808988523,0
metro,seasonal_day,convex,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0.0045883785733619158,6.6914050921835816e-05,0
metro,seasonal_day,baseline,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0,-0.018956998065067284,-0.019060939024970944
metro,seasonal_day,baseline,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0,-0.023176051151758265,-0.023093790469416987
metro,seasonal_day,baseline,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0,-0.016117309783300754,-0.016205169569750502
metro,seasonal_day,baseline,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0,-0.019942271675911921,-0.019998698439191751
metro,seasonal_day,baseline,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0,-0.020852919689305669,-0.020956323368567526
metro,seasonal_day,baseline,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0,-0.026060173826963341,-0.026049450236363826
metro,seasonal_day,baseline,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0,-0.02359499393419176,-0.023623647526616217
metro,seasonal_day,baseline,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0,-0.016524454585498304,-0.016656932430158703
metro,seasonal_day,baseline,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0,-0.024865608962486484,-0.024758031613939017
metro,seasonal_day,baseline,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0,-0.021639087159191855,-0.021710337744066537
metro,seasonal_day,baseline,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0,-0.023616145609674663,-0.023695338654587509
metro,seasonal_day,baseline,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0,-0.022037663189777065,-0.022065852536575652
metro,seasonal_day,baseline,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0,-0.024019403454552096,-0.023995442145212993
metro,seasonal_day,baseline,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0,-0.020451319457983917,-0.020515015837992256
metro,seasonal_day,baseline,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0,-0.023790946121185246,-0.023831002312319802
metro,seasonal_day,baseline,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0,-0.021476612228239805,-0.021537730913316729
metro,seasonal_day,baseline,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0,-0.021605949973967351,-0.021668529498770028
metro,seasonal_day,baseline,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0,-0.019567757956540831,-0.019670994482884611
metro,seasonal_day,baseline,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0,-0.020189704641785641,-0.020226964198475413
metro,seasonal_day,baseline,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0,-0.018895677327285754,-0.01894293754943573
metro,seasonal_day,baseline,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0,-0.021597901967098466,-0.021591797081787552
metro,seasonal_day,baseline,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0,-0.02346027519073322,-0.023500763772191079
metro,seasonal_day,baseline,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0,-0.017750141609666859,-0.017678369103206488
metro,seasonal_day,baseline,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0,-0.020864620122085113,-0.020918787103401101
metro,seasonal_day,baseline,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0,-0.01740487644024713,-0.01750636607166977
metro,seasonal_day,baseline,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0,-0.01678323309153644,-0.016800977924829454
metro,seasonal_day,baseline,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0,-0.025098291792588729,-0.025155420243454015
metro,seasonal_day,baseline,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0,-0.020030430098527782,-0.020005194691871033
metro,seasonal_day,baseline,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0,-0.018913945696261987,-0.018938226011052793
metro,seasonal_day,baseline,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0,-0.022786351348193162,-0.022821079225598156
metro,seasonal_day,baseline,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0,-0.019350584215608153,-0.019399558429189473
metro,seasonal_day,baseline,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0,-0.021163268039286438,-0.021165574859192068
metro,seasonal_day,baseline,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0,-0.021473668021165994,-0.021494489895696928
metro,seasonal_day,baseline,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0,-0.021458850410834389,-0.021512832091532014
metro,seasonal_day,baseline,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0,-0.019313692194306304,-0.019311193325522193
metro,seasonal_day,baseline,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0,-0.021985233394386877,-0.022083056843303146
metro,seasonal_day,baseline,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0,-0.022695465566651401,-0.022571818480706943
metro,seasonal_day,baseline,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0,-0.021031886700487328,-0.021102259490603601
metro,seasonal_day,baseline,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0,-0.019545691517269547,-0.019658383112664581
metro,seasonal_day,baseline,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0,-0.019339213390401365,-0.019389324356407077
metro,seasonal_day,baseline,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0,-0.022018502129705703,-0.02209080763776981
metro,seasonal_day,baseline,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0,-0.021156470094699883,-0.021126772250472343
metro,seasonal_day,baseline,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0,-0.018792950632674749,-0.018766548222430714
metro,seasonal_day,baseline,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0,-0.025525621050803887,-0.02553111090548002
metro,seasonal_day,baseline,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0,-0.020178583435849488,-0.020225352905208886
metro,seasonal_day,baseline,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0,-0.020952249322900456,-0.020958838780207146
metro,seasonal_day,baseline,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0,-0.032010782292275462,-0.031841720046128751
metro,seasonal_day,baseline,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0,-0.019562043094850951,-0.019661367119590326
metro,seasonal_day,baseline,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0,-0.024642755589133616,-0.024753536963632659
metro,seasonal_day,baseline,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0,-0.017478164966512326,-0.017609462615789512
metro,seasonal_day,baseline,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0,-0.019029626093535739,-0.019004466584018657
metro,seasonal_day,baseline,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0,-0.012736203844074081,-0.012890582312163969
metro,seasonal_day,baseline,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0,-0.0045214645224400801,-0.0045883785733619158
metro,ridge,reference_u,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0,-0.0028573473624907558,-0.0028638977087941352
metro,ridge,reference_u,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0,-0.0054641008448648304,-0.0053532505311432148
metro,ridge,reference_u,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0,-0.0028756572075824701,-0.002866156874604208
metro,ridge,reference_u,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0,-0.0038680340833019285,-0.0038030108881425477
metro,ridge,reference_u,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0,-0.0031733848733009897,-0.0031490727243584848
metro,ridge,reference_u,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0,-0.0037044844265294056,-0.0036239533738349548
metro,ridge,reference_u,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0,-0.0045658668011129815,-0.0044897291208877586
metro,ridge,reference_u,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0,-0.0029005454978886999,-0.0029497903504653936
metro,ridge,reference_u,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0,-0.0039321739927310525,-0.0039382268216060761
metro,ridge,reference_u,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0,-0.0040673438582505758,-0.0040110393446447165
metro,ridge,reference_u,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0,-0.0028816346235017924,-0.0029075031595714894
metro,ridge,reference_u,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0,-0.0035924806225329097,-0.0036153030384052632
metro,ridge,reference_u,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0,-0.003505613893596,-0.0035200364760940928
metro,ridge,reference_u,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0,-0.0032735918751127398,-0.0032903905277615339
metro,ridge,reference_u,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0,-0.003307741456839936,-0.0033449704643426568
metro,ridge,reference_u,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0,-0.0039846711766296315,-0.0039816751858756929
metro,ridge,reference_u,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0,-0.0025555357238790082,-0.0026267173896081246
metro,ridge,reference_u,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0,-0.002931476326416934,-0.0029557214547223376
metro,ridge,reference_u,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0,-0.0031122972003901688,-0.0031073444564315941
metro,ridge,reference_u,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0,-0.0035095181985317471,-0.0034825639474018216
metro,ridge,reference_u,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0,-0.0036059907572394689,-0.0035692610734913456
metro,ridge,reference_u,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0,-0.0061276862908299489,-0.0060158996182153668
metro,ridge,reference_u,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0,-0.0052514897287418722,-0.0050799670456546401
metro,ridge,reference_u,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0,-0.0029967925876720003,-0.0030058163564991545
metro,ridge,reference_u,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0,-0.0027494036591870397,-0.002766382600553684
metro,ridge,reference_u,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0,-0.0032360116878166084,-0.0031992227511467414
metro,ridge,reference_u,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0,-0.0076336020665690287,-0.0074736082285038275
metro,ridge,reference_u,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0,-0.0056627083366082914,-0.0055544708021866406
metro,ridge,reference_u,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0,-0.0032707318491033222,-0.003242526990384847
metro,ridge,reference_u,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0,-0.0034917993070898898,-0.003472115504323615
metro,ridge,reference_u,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0,-0.0032803336310630988,-0.003248138322241832
metro,ridge,reference_u,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0,-0.0031049602650799002,-0.0030871322212501469
metro,ridge,reference_u,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0,-0.0030872359757444026,-0.0030834686328042511
metro,ridge,reference_u,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0,-0.002689787826511109,-0.0027195636092569244
metro,ridge,reference_u,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0,-0.0022040167286046623,-0.0022717398706141871
metro,ridge,reference_u,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0,-0.005470668452532604,-0.0054189693684873934
metro,ridge,reference_u,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0,-0.0050797058802157314,-0.0049626757249654043
metro,ridge,reference_u,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0,-0.0031327208542214517,-0.0031231351150744113
metro,ridge,reference_u,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0,-0.0029452540999174819,-0.0029635650661100845
metro,ridge,reference_u,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0,-0.0032932580293137232,-0.003262037513824723
metro,ridge,reference_u,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0,-0.0032851113322330352,-0.0032779513222794747
metro,ridge,reference_u,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0,-0.0029438915863938403,-0.0029367545190530139
metro,ridge,reference_u,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0,-0.004252785422414718,-0.0041399537093716292
metro,ridge,reference_u,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0,-0.0031860233150873391,-0.0031638270432898055
metro,ridge,reference_u,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0,-0.0040436673837873464,-0.004007693248580785
metro,ridge,reference_u,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0,-0.0042032727811264292,-0.0041390493020264651
metro,ridge,reference_u,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0,-0.0083425824291263901,-0.0082253687375169193
metro,ridge,reference_u,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0,-0.0066238346843560392,-0.0064361122667149096
metro,ridge,reference_u,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0,-0.0030514990068785095,-0.0030891006265894127
metro,ridge,reference_u,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0,-0.0040906759777306423,-0.0040364764092363347
metro,ridge,reference_u,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0,-0.002725309841544404,-0.0027432690694911294
metro,ridge,reference_u,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0,-0.0069801337511873991,-0.0068821097533264316
metro,ridge,reference_u,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0,-0.0015618378018701997,-0.0015545443877580851
metro,ridge,reference_betting,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0,-0.0028573473624907558,-0.0028638977087941352
metro,ridge,reference_betting,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0,-0.0054641008448648304,-0.0053532505311432148
metro,ridge,reference_betting,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0,-0.0028756572075824701,-0.002866156874604208
metro,ridge,reference_betting,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0,-0.0038680340833019285,-0.0038030108881425477
metro,ridge,reference_betting,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0,-0.0031733848733009897,-0.0031490727243584848
metro,ridge,reference_betting,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0,-0.0037044844265294056,-0.0036239533738349548
metro,ridge,reference_betting,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0,-0.0045658668011129815,-0.0044897291208877586
metro,ridge,reference_betting,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0,-0.0029005454978886999,-0.0029497903504653936
metro,ridge,reference_betting,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0,-0.0039321739927310525,-0.0039382268216060761
metro,ridge,reference_betting,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0,-0.0040673438582505758,-0.0040110393446447165
metro,ridge,reference_betting,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0,-0.0028816346235017924,-0.0029075031595714894
metro,ridge,reference_betting,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0,-0.0035924806225329097,-0.0036153030384052632
metro,ridge,reference_betting,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0,-0.003505613893596,-0.0035200364760940928
metro,ridge,reference_betting,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0,-0.0032735918751127398,-0.0032903905277615339
metro,ridge,reference_betting,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0,-0.003307741456839936,-0.0033449704643426568
metro,ridge,reference_betting,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0,-0.0039846711766296315,-0.0039816751858756929
metro,ridge,reference_betting,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0,-0.0025555357238790082,-0.0026267173896081246
metro,ridge,reference_betting,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0,-0.002931476326416934,-0.0029557214547223376
metro,ridge,reference_betting,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0,-0.0031122972003901688,-0.0031073444564315941
metro,ridge,reference_betting,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0,-0.0035095181985317471,-0.0034825639474018216
metro,ridge,reference_betting,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0,-0.0036059907572394689,-0.0035692610734913456
metro,ridge,reference_betting,21,168,2017-05-28 00:00:00,2017-06-03 23:00:00,0,-0.0061276862908299489,-0.0060158996182153668
metro,ridge,reference_betting,22,168,2017-06-04 00:00:00,2017-06-10 23:00:00,0,-0.0052514897287418722,-0.0050799670456546401
metro,ridge,reference_betting,23,168,2017-06-11 00:00:00,2017-06-17 23:00:00,0,-0.0029967925876720003,-0.0030058163564991545
metro,ridge,reference_betting,24,168,2017-06-18 00:00:00,2017-06-24 23:00:00,0,-0.0027494036591870397,-0.002766382600553684
metro,ridge,reference_betting,25,168,2017-06-25 00:00:00,2017-07-01 23:00:00,0,-0.0032360116878166084,-0.0031992227511467414
metro,ridge,reference_betting,26,164,2017-07-02 00:00:00,2017-07-08 23:00:00,0,-0.0076336020665690287,-0.0074736082285038275
metro,ridge,reference_betting,27,166,2017-07-09 00:00:00,2017-07-15 23:00:00,0,-0.0056627083366082914,-0.0055544708021866406
metro,ridge,reference_betting,28,168,2017-07-16 00:00:00,2017-07-22 23:00:00,0,-0.0032707318491033222,-0.003242526990384847
metro,ridge,reference_betting,29,168,2017-07-23 00:00:00,2017-07-29 23:00:00,0,-0.0034917993070898898,-0.003472115504323615
metro,ridge,reference_betting,30,168,2017-07-30 00:00:00,2017-08-05 23:00:00,0,-0.0032803336310630988,-0.003248138322241832
metro,ridge,reference_betting,31,168,2017-08-06 00:00:00,2017-08-12 23:00:00,0,-0.0031049602650799002,-0.0030871322212501469
metro,ridge,reference_betting,32,167,2017-08-13 00:00:00,2017-08-19 23:00:00,0,-0.0030872359757444026,-0.0030834686328042511
metro,ridge,reference_betting,33,168,2017-08-20 00:00:00,2017-08-26 23:00:00,0,-0.002689787826511109,-0.0027195636092569244
metro,ridge,reference_betting,34,168,2017-08-27 00:00:00,2017-09-02 23:00:00,0,-0.0022040167286046623,-0.0022717398706141871
metro,ridge,reference_betting,35,168,2017-09-03 00:00:00,2017-09-09 23:00:00,0,-0.005470668452532604,-0.0054189693684873934
metro,ridge,reference_betting,36,168,2017-09-10 00:00:00,2017-09-16 23:00:00,0,-0.0050797058802157314,-0.0049626757249654043
metro,ridge,reference_betting,37,165,2017-09-17 00:00:00,2017-09-23 23:00:00,0,-0.0031327208542214517,-0.0031231351150744113
metro,ridge,reference_betting,38,167,2017-09-24 00:00:00,2017-09-30 23:00:00,0,-0.0029452540999174819,-0.0029635650661100845
metro,ridge,reference_betting,39,168,2017-10-01 00:00:00,2017-10-07 23:00:00,0,-0.0032932580293137232,-0.003262037513824723
metro,ridge,reference_betting,40,168,2017-10-08 00:00:00,2017-10-14 23:00:00,0,-0.0032851113322330352,-0.0032779513222794747
metro,ridge,reference_betting,41,168,2017-10-15 00:00:00,2017-10-21 23:00:00,0,-0.0029438915863938403,-0.0029367545190530139
metro,ridge,reference_betting,42,168,2017-10-22 00:00:00,2017-10-28 23:00:00,0,-0.004252785422414718,-0.0041399537093716292
metro,ridge,reference_betting,43,168,2017-10-29 00:00:00,2017-11-04 23:00:00,0,-0.0031860233150873391,-0.0031638270432898055
metro,ridge,reference_betting,44,165,2017-11-05 00:00:00,2017-11-11 23:00:00,0,-0.0040436673837873464,-0.004007693248580785
metro,ridge,reference_betting,45,167,2017-11-12 00:00:00,2017-11-18 23:00:00,0,-0.0042032727811264292,-0.0041390493020264651
metro,ridge,reference_betting,46,168,2017-11-19 00:00:00,2017-11-25 23:00:00,0,-0.0083425824291263901,-0.0082253687375169193
metro,ridge,reference_betting,47,168,2017-11-26 00:00:00,2017-12-02 23:00:00,0,-0.0066238346843560392,-0.0064361122667149096
metro,ridge,reference_betting,48,165,2017-12-03 00:00:00,2017-12-09 23:00:00,0,-0.0030514990068785095,-0.0030891006265894127
metro,ridge,reference_betting,49,168,2017-12-10 00:00:00,2017-12-16 23:00:00,0,-0.0040906759777306423,-0.0040364764092363347
metro,ridge,reference_betting,50,167,2017-12-17 00:00:00,2017-12-23 23:00:00,0,-0.002725309841544404,-0.0027432690694911294
metro,ridge,reference_betting,51,168,2017-12-24 00:00:00,2017-12-30 23:00:00,0,-0.0069801337511873991,-0.0068821097533264316
metro,ridge,reference_betting,52,24,2017-12-31 00:00:00,2017-12-31 23:00:00,0,-0.0015618378018701997,-0.0015545443877580851
metro,ridge,known_forecast_u,0,168,2017-01-01 00:00:00,2017-01-07 23:00:00,0.0028573473624907558,0,-6.5503463033792164e-06
metro,ridge,known_forecast_u,1,168,2017-01-08 00:00:00,2017-01-14 23:00:00,0.0054641008448648304,0,0.00011085031372161508
metro,ridge,known_forecast_u,2,168,2017-01-15 00:00:00,2017-01-21 23:00:00,0.0028756572075824701,0,9.5003329782621341e-06
metro,ridge,known_forecast_u,3,168,2017-01-22 00:00:00,2017-01-28 23:00:00,0.0038680340833019285,0,6.5023195159380671e-05
metro,ridge,known_forecast_u,4,168,2017-01-29 00:00:00,2017-02-04 23:00:00,0.0031733848733009897,0,2.4312148942505533e-05
metro,ridge,known_forecast_u,5,168,2017-02-05 00:00:00,2017-02-11 23:00:00,0.0037044844265294056,0,8.0531052694451116e-05
metro,ridge,known_forecast_u,6,159,2017-02-12 00:00:00,2017-02-18 23:00:00,0.0045658668011129815,0,7.613768022522358e-05
metro,ridge,known_forecast_u,7,162,2017-02-19 00:00:00,2017-02-25 23:00:00,0.0029005454978886999,0,-4.9244852576693331e-05
metro,ridge,known_forecast_u,8,168,2017-02-26 00:00:00,2017-03-04 23:00:00,0.0039321739927310525,0,-6.0528288750230619e-06
metro,ridge,known_forecast_u,9,168,2017-03-05 00:00:00,2017-03-11 23:00:00,0.0040673438582505758,0,5.6304513605859524e-05
metro,ridge,known_forecast_u,10,165,2017-03-12 00:00:00,2017-03-18 23:00:00,0.0028816346235017924,0,-2.5868536069696829e-05
metro,ridge,known_forecast_u,11,167,2017-03-19 00:00:00,2017-03-25 23:00:00,0.0035924806225329097,0,-2.2822415872352464e-05
metro,ridge,known_forecast_u,12,168,2017-03-26 00:00:00,2017-04-01 23:00:00,0.003505613893596,0,-1.4422582498092775e-05
metro,ridge,known_forecast_u,13,166,2017-04-02 00:00:00,2017-04-08 23:00:00,0.0032735918751127398,0,-1.6798652648793296e-05
metro,ridge,known_forecast_u,14,161,2017-04-09 00:00:00,2017-04-15 23:00:00,0.003307741456839936,0,-3.7229007502720815e-05
metro,ridge,known_forecast_u,15,168,2017-04-16 00:00:00,2017-04-22 23:00:00,0.0039846711766296315,0,2.995990753938313e-06
metro,ridge,known_forecast_u,16,168,2017-04-23 00:00:00,2017-04-29 23:00:00,0.0025555357238790082,0,-7.1181665729116075e-05
metro,ridge,known_forecast_u,17,168,2017-04-30 00:00:00,2017-05-06 23:00:00,0.002931476326416934,0,-2.4245128305403878e-05
metro,ridge,known_forecast_u,18,168,2017-05-07 00:00:00,2017-05-13 23:00:00,0.0031122972003901688,0,4.9527439585740643e-06
metro,ridge,known_forecast_u,19,168,2017-05-14 00:00:00,2017-05-20 23:00:00,0.0035095181985317471,0,2.695425112992553e-05
metro,ridge,known_forecast_u,20,168,2017-05-21 00:00:00,2017-05-27 23:00:00,0.0036059907572394689,0,3.6729683748123401e-05
