method,mean,radius,lower,p,bias,variance,width,exact_target,query_calls,distinct_labels,archive_rows,delta,task,baseline,candidate,weight,five_gate_seconds,p_by
reference_betting,-0.0018669531056002969,,,1,0.037405771242357173,0.0033085593071873576,0.99473288098264434,-0.00068422451024470617,32768,4361,4362,0.00022996057818659661,metro,seasonal_day,independent_noise,0.050000000000000003,0.18486994132399559,1
known_forecast_u,-0.0010551524430361646,0.0024522571097945482,-0.003507409552830713,1,0,0.010208999154737724,0.58656726507483037,-0.00068422451024470617,32768,4361,4362,0,metro,seasonal_day,independent_noise,0.050000000000000003,0.18487031385302544,1
known_forecast_pairs,-0.002063860019713282,0.0024522678581648965,-0.0045161278778781781,1,0,0.010208999154737724,0.58656726507483037,-0.00068422451024470617,32768,4361,4362,0,metro,seasonal_day,independent_noise,0.050000000000000003,0.18487067520618439,1
loss_gain,0.00056929826326005707,0.0006102430460991345,-4.0944782839077423e-05,0.065213015300550833,0,3.1994387524331579e-05,2,0.00059534463620778777,32768,4361,4362,0,metro,seasonal_day,independent_noise,0.050000000000000003,0.18487102538347244,0.23631954592247228
reference_u,0.0011750838463620093,0.0049821525287930563,-0.040189867456458805,1,0.036382798774027759,0.0034269915606136617,1.1862143972257815,0.0012421364102938282,32768,4361,4362,0.00022996057818659661,metro,ridge,persistence,0,0.15960459783673286,1
reference_betting,0.0013805603201590825,,,1,0.036382798774027759,0.0034269915606136617,1.1862143972257815,0.0012421364102938282,32768,4361,4362,0.00022996057818659661,metro,ridge,persistence,0,0.15960538759827614,1
known_forecast_u,0.0013673637507931481,0.0009981042676112644,0.00036925948318188365,0.0044401347539190072,0,0.0013302351424781941,0.42665028130168131,0.0012421364102938282,32768,4361,4362,0,metro,ridge,persistence,0,0.15960577875375748,0.032180405216498703
known_forecast_pairs,0.0013132761082629662,0.00099811208563232653,0.00031516402263063971,0.0064721126903338347,0,0.0013302351424781941,0.42665028130168131,0.0012421364102938282,32768,4361,4362,0,metro,ridge,persistence,0,0.15960612893104553,0.046907407212800456
loss_gain,0,0.00052536914535554176,-0.00052536914535554176,1,0,0,2,0,32768,4361,4362,0,metro,ridge,persistence,0,0.15960647910833359,1
reference_u,0.00077096693572392423,0.0051116395546388412,-0.041603848352895857,1,0.037263175733980941,0.0034273263658843398,1.2476923851753499,0.00087713303151305507,32768,4361,4362,0.00022996057818659661,metro,ridge,seasonal_day,0.10000000000000001,0.15595485642552376,1
reference_betting,0.0015673901352110222,,,1,0.037263175733980941,0.0034273263658843398,1.2476923851753499,0.00087713303151305507,32768,4361,4362,0.00022996057818659661,metro,ridge,seasonal_day,0.10000000000000001,0.15595565736293793,1
known_forecast_u,0.0010446472683330061,0.0012271920022410925,-0.00018254473390808641,0.11620846128009724,0,0.0018669624592143055,0.59062739325696623,0.00087713303151305507,32768,4361,4362,0,metro,ridge,seasonal_day,0.10000000000000001,0.15595604106783867,0.4211173287340666
known_forecast_pairs,0.00091855538740803658,0.0012272028250100032,-0.0003086474376019666,0.19961985016063069,0,0.0018669624592143055,0.59062739325696623,0.00087713303151305507,32768,4361,4362,0,metro,ridge,seasonal_day,0.10000000000000001,0.15595640242099762,0.72338431415352344
loss_gain,-3.3685111897486225e-05,0.00057487868325210335,-0.00060856379514958963,1,0,1.0886874621646384e-05,2,-2.4082914945009131e-05,32768,4361,4362,0,metro,ridge,seasonal_day,0.10000000000000001,0.15595675259828568,1
reference_u,0.0011555677205867551,0.0049834806728140928,-0.041543369286142565,1,0.037715456333915223,0.0035896113227147758,1.15913927783918,0.00092720042083015272,32768,4361,4362,0.00022996057818659661,metro,ridge,seasonal_week,0.40000000000000002,0.16085349023342133,1
reference_betting,0.0015122561792532798,,,1,0.037715456333915223,0.0035896113227147758,1.15913927783918,0.00092720042083015272,32768,4361,4362,0.00022996057818659661,metro,ridge,seasonal_week,0.40000000000000002,0.16085422411561012,1
known_forecast_u,0.00090439498201180856,0.00091556371058884828,-1.1168728577039722e-05,0.053663996420839868,0,0.00099448648845661819,0.46894893418476041,0.00092720042083015272,32768,4361,4362,0,metro,ridge,seasonal_week,0.40000000000000002,0.16085458546876907,0.29170215197327953
known_forecast_pairs,0.00093359917450723626,0.00091557230369848663,1.8026870808749633e-05,0.044569694925925961,0,0.00099448648845661819,0.46894893418476041,0.00092720042083015272,32768,4361,4362,0,metro,ridge,seasonal_week,0.40000000000000002,0.16085493192076683,0.19381450193502658
loss_gain,-0.00032304844861795722,0.00070092162107195924,-0.0010239700696899165,1,0,0.00013687980968417974,2,-0.00037910021853530731,32768,4361,4362,0,metro,ridge,seasonal_week,0.40000000000000002,0.16085527464747429,1
reference_u,0.00032260167794509177,0.0050709819547709546,-0.040908214961248399,1,0.036159834684422541,0.0034588991831187577,1.2229412646181383,0.00029865222363564098,32768,4361,4362,0.00022996057818659661,metro,ridge,ridge_full,0,0.18398530036211014,1
reference_betting,0.00033246916105288354,,,1,0.036159834684422541,0.0034588991831187577,1.2229412646181383,0.00029865222363564098,32768,4361,4362,0.00022996057818659661,metro,ridge,ridge_full,0,0.18398603051900864,1
known_forecast_u,0.00031683881123266064,0.00036194773228283522,-4.5108921050174581e-05,0.090600537644494827,0,6.5366381030577394e-05,0.3623799635355861,0.00029865222363564098,32768,4361,4362,0,metro,ridge,ridge_full,0,0.18398638442158699,0.39398290941406033
known_forecast_pairs,0.00040271885898926832,0.00036195437260234638,4.0764486386921941e-05,0.028834754351279426,0,6.5366381030577394e-05,0.3623799635355861,0.00029865222363564098,32768,4361,4362,0,metro,ridge,ridge_full,0,0.18398673087358475,0.15673748615231173
loss_gain,0,0.00052536914535554176,-0.00052536914535554176,1,0,0,2,0,32768,4361,4362,0,metro,ridge,ridge_full,0,0.1839870847761631,1
reference_u,0.0043199664143034775,0.0050690607355007491,-0.037858192277593815,1,0.037109097956396539,0.0037655090971687633,1.1705383292483384,0.0042543629837471569,32768,4361,4362,0.00022996057818659661,metro,ridge,hist_gradient_boosting,1.1000000000000001,0.18368220329284668,1
reference_betting,0.0047358303529468748,,,1,0.037109097956396539,0.0037655090971687633,1.1705383292483384,0.0042543629837471569,32768,4361,4362,0.00022996057818659661,metro,ridge,hist_gradient_boosting,1.1000000000000001,0.18368301540613174,1
known_forecast_u,0.004215360768063444,0.00071735257526465632,0.0034980081927987877,5.936252960384631e-19,0,0.00055481057726608886,0.41403434211619849,0.0042543629837471569,32768,4361,4362,0,metro,ridge,hist_gradient_boosting,1.1000000000000001,0.18368339911103249,6.4535550040752906e-18
known_forecast_pairs,0.004417090807258035,0.00071736016210884436,0.0036997306451491906,4.5641143058457729e-20,0,0.00055481057726608886,0.41403434211619849,0.0042543629837471569,32768,4361,4362,0,metro,ridge,hist_gradient_boosting,1.1000000000000001,0.18368374556303024,4.9618442667837615e-19
loss_gain,0.0036340016782050221,0.00072185476889879648,0.0029121469093062258,4.8669980713365877e-10,0,0.00017146956047615409,2,0.0036694027777180627,32768,4361,4362,0,metro,ridge,hist_gradient_boosting,1.1000000000000001,0.1836840882897377,5.2911221889816326e-09
reference_u,0.0040829764012157406,0.0050566483252017904,-0.038021429116630812,1,0.037047757192644762,0.0037429977825213538,1.1683469723611863,0.0039912748852078371,32768,4361,4362,0.00022996057818659661,metro,ridge,extra_trees,1.1000000000000001,0.18596507981419563,1
reference_betting,0.0044246502462069138,,,1,0.037047757192644762,0.0037429977825213538,1.1683469723611863,0.0039912748852078371,32768,4361,4362,0.00022996057818659661,metro,ridge,extra_trees,1.1000000000000001,0.18596583977341652,1
known_forecast_u,0.0040117536474712336,0.00062929071746146525,0.0033824629300097681,2.9865650515525091e-22,0,0.00046835808472427359,0.32367680548404076,0.0039912748852078371,32768,4361,4362,0,metro,ridge,extra_trees,1.1000000000000001,0.18596619740128517,6.4936457263755977e-21
known_forecast_pairs,0.0041969687903359162,0.0006292966485769325,0.0035676721417589839,1.5606429108348304e-23,0,0.00046835808472427359,0.32367680548404076,0.0039912748852078371,32768,4361,4362,0,metro,ridge,extra_trees,1.1000000000000001,0.18596655130386353,3.3932835861294452e-22
loss_gain,0.0038160820901009997,0.0007061482112926009,0.0031099338788083989,1.1433517004186173e-10,0,0.00014515157480724883,2,0.0038315584086881529,32768,4361,4362,0,metro,ridge,extra_trees,1.1000000000000001,0.18596690148115158,2.485973268624479e-09
reference_u,2.5606822900723798e-05,0.0050574297138712126,-0.040848553805268452,1,0.035816730914297962,0.0033713494457252575,1.2316185462819138,0,32768,4361,4362,0.00022996057818659661,metro,ridge,category_copy,0,0.086457226425409317,1
reference_betting,7.1519717778329873e-05,,,1,0.035816730914297962,0.0033713494457252575,1.2316185462819138,0,32768,4361,4362,0.00022996057818659661,metro,ridge,category_copy,0,0.086458005011081696,1
known_forecast_u,0,0,0,1,0,0,0,0,32768,4361,4362,0,metro,ridge,category_copy,0,0.086458377540111542,1
known_forecast_pairs,0,0,0,1,0,0,0,0,32768,4361,4362,0,metro,ridge,category_copy,0,0.086458727717399597,1
loss_gain,0,0.00052536914535554176,-0.00052536914535554176,1,0,0,2,0,32768,4361,4362,0,metro,ridge,category_copy,0,0.086459096521139145,1
reference_u,0.00035281268280391306,0.0047056024299669168,-0.038929570032051025,1,0.034576780284888017,0.0027193808722045507,1.1838075297210708,0.00022433896698114685,32768,4361,4362,0.00022996057818659661,metro,ridge,independent_noise,0,0.18605197966098785,1
reference_betting,-0.00025875621889149614,,,1,0.034576780284888017,0.0027193808722045507,1.1838075297210708,0.00022433896698114685,32768,4361,4362,0.00022996057818659661,metro,ridge,independent_noise,0,0.18605280667543411,1
known_forecast_u,-0.00010496931601036869,0.0024377839094664919,-0.0025427532254768607,1,0,0.010255998806560874,0.54963504049613787,0.00022433896698114685,32768,4361,4362,0,metro,ridge,independent_noise,0,0.18605321273207664,1
known_forecast_pairs,-0.0011139027872505186,0.0024377939810837188,-0.0035516967683342374,1,0,0.010255998806560874,0.54963504049613787,0.00022433896698114685,32768,4361,4362,0,metro,ridge,independent_noise,0,0.1860535591840744,1
loss_gain,0,0.00052536914535554176,-0.00052536914535554176,1,0,0,2,0,32768,4361,4362,0,metro,ridge,independent_noise,0,0.18605390563607216,1
