regime,alternative,replication,sample_sha256,fold_sha256,method,statistic,pvalue,reject,seconds,partial_distance_covariance,partial_distance_correlation
linear,null,10,d05c1aec948a287eee3a338028558fff04d5884ffb6146588b15fba1f09f9c23,9afc84f3079469e087c9b8827afa6a6cc7c4547cdf7e751fa3c918a59f3ae11c,gcm_fine,0.07267688055963079,0.4710316232636297,0,0.0005884766578674316,0.0020031581562603047,0.0033767352176634065
linear,null,10,d05c1aec948a287eee3a338028558fff04d5884ffb6146588b15fba1f09f9c23,9afc84f3079469e087c9b8827afa6a6cc7c4547cdf7e751fa3c918a59f3ae11c,gcm_spline,0.3544271558964782,0.361509393121068,0,0.0033636465668678284,0.0020031581562603047,0.0033767352176634065
linear,null,10,d05c1aec948a287eee3a338028558fff04d5884ffb6146588b15fba1f09f9c23,9afc84f3079469e087c9b8827afa6a6cc7c4547cdf7e751fa3c918a59f3ae11c,extrapolated,0.19726072091029606,0.4218117577738565,0,0.0027565062046051025,0.0020031581562603047,0.0033767352176634065
linear,null,10,d05c1aec948a287eee3a338028558fff04d5884ffb6146588b15fba1f09f9c23,9afc84f3079469e087c9b8827afa6a6cc7c4547cdf7e751fa3c918a59f3ae11c,kci_gamma,96.76875454870904,0.33371993139742895,0,0.0975654125213623,0.0020031581562603047,0.0033767352176634065
linear,null,11,405a9ae8aa73ee1cbd38984c32aacdef1fd987ba99e123ee325d3dbf594fb162,d65a617ddea4bc3f905bc4f0f0da945fbaf9cb3d0ad449491b59fa1e538cbe43,gcm_coarse,-1.10897434359787,0.8662793749113276,0,0.0006466135382652283,-0.015221702738158779,-0.025144012132995334
linear,null,11,405a9ae8aa73ee1cbd38984c32aacdef1fd987ba99e123ee325d3dbf594fb162,d65a617ddea4bc3f905bc4f0f0da945fbaf9cb3d0ad449491b59fa1e538cbe43,gcm_fine,-0.9434902043020179,0.8272848882886097,0,0.000585511326789856,-0.015221702738158779,-0.025144012132995334
linear,null,11,405a9ae8aa73ee1cbd38984c32aacdef1fd987ba99e123ee325d3dbf594fb162,d65a617ddea4bc3f905bc4f0f0da945fbaf9cb3d0ad449491b59fa1e538cbe43,gcm_spline,-1.1244332014722063,0.8695853532025535,0,0.003430388867855072,-0.015221702738158779,-0.025144012132995334
linear,null,11,405a9ae8aa73ee1cbd38984c32aacdef1fd987ba99e123ee325d3dbf594fb162,d65a617ddea4bc3f905bc4f0f0da945fbaf9cb3d0ad449491b59fa1e538cbe43,extrapolated,-0.9017615984900444,0.816408238406246,0,0.0027578696608543396,-0.015221702738158779,-0.025144012132995334
linear,null,11,405a9ae8aa73ee1cbd38984c32aacdef1fd987ba99e123ee325d3dbf594fb162,d65a617ddea4bc3f905bc4f0f0da945fbaf9cb3d0ad449491b59fa1e538cbe43,kci_gamma,96.6649393160259,0.22472530328833928,0,0.09720901399850845,-0.015221702738158779,-0.025144012132995334
linear,null,12,476872deca75a8c5190142a2865a78c6e1a00caa145ad44f3d9855c8a66f0923,fa5d0fb99f408e2e8eff3dfcef4cd3c0e794ca671538b9d07175d8d17d52c4d9,gcm_coarse,0.8774434072018169,0.1901229224664847,0,0.0006500035524368286,0.011019588537156755,0.01927879717735478
linear,null,12,476872deca75a8c5190142a2865a78c6e1a00caa145ad44f3d9855c8a66f0923,fa5d0fb99f408e2e8eff3dfcef4cd3c0e794ca671538b9d07175d8d17d52c4d9,gcm_fine,0.5995698052254539,0.2743964877308749,0,0.0006009750068187714,0.011019588537156755,0.01927879717735478
linear,null,12,476872deca75a8c5190142a2865a78c6e1a00caa145ad44f3d9855c8a66f0923,fa5d0fb99f408e2e8eff3dfcef4cd3c0e794ca671538b9d07175d8d17d52c4d9,gcm_spline,-0.48480371567285874,0.6860922066210972,0,0.003359280526638031,0.011019588537156755,0.01927879717735478
linear,null,12,476872deca75a8c5190142a2865a78c6e1a00caa145ad44f3d9855c8a66f0923,fa5d0fb99f408e2e8eff3dfcef4cd3c0e794ca671538b9d07175d8d17d52c4d9,extrapolated,-0.220245373750915,0.5871599695292414,0,0.0027580223977565765,0.011019588537156755,0.01927879717735478
linear,null,12,476872deca75a8c5190142a2865a78c6e1a00caa145ad44f3d9855c8a66f0923,fa5d0fb99f408e2e8eff3dfcef4cd3c0e794ca671538b9d07175d8d17d52c4d9,kci_gamma,46.88506728723735,0.84518000138564,0,0.09765724465250969,0.011019588537156755,0.01927879717735478
linear,null,13,48bc0ac625a581880156785857696d2ffc95d660b861a40ae54f11cbfa9c9476,d413d8a7f29385d4a183b0441ccb7bea8aeaa586fb96df39b2a8a9ebb6a47fc9,gcm_coarse,0.7877600470964952,0.21541853738439037,0,0.0006378218531608582,0.013963499428323563,0.02349839183763524
linear,null,13,48bc0ac625a581880156785857696d2ffc95d660b861a40ae54f11cbfa9c9476,d413d8a7f29385d4a183b0441ccb7bea8aeaa586fb96df39b2a8a9ebb6a47fc9,gcm_fine,-0.20109411311205094,0.5796875074849448,0,0.0005893446505069733,0.013963499428323563,0.02349839183763524
linear,null,13,48bc0ac625a581880156785857696d2ffc95d660b861a40ae54f11cbfa9c9476,d413d8a7f29385d4a183b0441ccb7bea8aeaa586fb96df39b2a8a9ebb6a47fc9,gcm_spline,0.29890625585703656,0.38250578686147896,0,0.0034135840833187103,0.013963499428323563,0.02349839183763524
linear,null,13,48bc0ac625a581880156785857696d2ffc95d660b861a40ae54f11cbfa9c9476,d413d8a7f29385d4a183b0441ccb7bea8aeaa586fb96df39b2a8a9ebb6a47fc9,extrapolated,-0.6567707216491713,0.7443358236178332,0,0.0027311258018016815,0.013963499428323563,0.02349839183763524
linear,null,13,48bc0ac625a581880156785857696d2ffc95d660b861a40ae54f11cbfa9c9476,d413d8a7f29385d4a183b0441ccb7bea8aeaa586fb96df39b2a8a9ebb6a47fc9,kci_gamma,118.27062626808024,0.1014949578708465,0,0.09818579256534576,0.013963499428323563,0.02349839183763524
linear,null,14,bd44b7d3e8bcc03234a0d729ef968ba69fea340f4ec806a631c7b135bd8d1828,a87f4c726fa3ed4582b94410f25d37121cf2f04c790b4d659339dfee5bc85ff5,gcm_coarse,0.9703529671020459,0.1659352919607474,0,0.0006729625165462494,0.0019691078903503446,0.00358774171482599
linear,null,14,bd44b7d3e8bcc03234a0d729ef968ba69fea340f4ec806a631c7b135bd8d1828,a87f4c726fa3ed4582b94410f25d37121cf2f04c790b4d659339dfee5bc85ff5,gcm_fine,1.0461339510715135,0.14774959604727034,0,0.0006008855998516083,0.0019691078903503446,0.00358774171482599
linear,null,14,bd44b7d3e8bcc03234a0d729ef968ba69fea340f4ec806a631c7b135bd8d1828,a87f4c726fa3ed4582b94410f25d37121cf2f04c790b4d659339dfee5bc85ff5,gcm_spline,1.2534546015231414,0.10502015551524091,0,0.0034754835069179535,0.0019691078903503446,0.00358774171482599
linear,null,14,bd44b7d3e8bcc03234a0d729ef968ba69fea340f4ec806a631c7b135bd8d1828,a87f4c726fa3ed4582b94410f25d37121cf2f04c790b4d659339dfee5bc85ff5,extrapolated,1.0249453378469022,0.1526944902376059,0,0.002792898565530777,0.0019691078903503446,0.00358774171482599
linear,null,14,bd44b7d3e8bcc03234a0d729ef968ba69fea340f4ec806a631c7b135bd8d1828,a87f4c726fa3ed4582b94410f25d37121cf2f04c790b4d659339dfee5bc85ff5,kci_gamma,66.98032554799097,0.6398841122156504,0,0.10081855580210686,0.0019691078903503446,0.00358774171482599
linear,null,15,7b9f3a2b325a905c40045b85f34138c85fd662e081b2937d77156a8ce950d2eb,1e59776a68e7130842e232f152849723566aba38812cf9b5ef85632ee0cc0627,gcm_coarse,1.6708204263901465,0.04737857631968785,1,0.0006644502282142639,0.013226475855775919,0.0240774724351059
linear,null,15,7b9f3a2b325a905c40045b85f34138c85fd662e081b2937d77156a8ce950d2eb,1e59776a68e7130842e232f152849723566aba38812cf9b5ef85632ee0cc0627,gcm_fine,0.4308055181204608,0.333304893465302,0,0.0005999989807605743,0.013226475855775919,0.0240774724351059
linear,null,15,7b9f3a2b325a905c40045b85f34138c85fd662e081b2937d77156a8ce950d2eb,1e59776a68e7130842e232f152849723566aba38812cf9b5ef85632ee0cc0627,gcm_spline,0.5853084445813128,0.2791701688753686,0,0.0034771673381328583,0.013226475855775919,0.0240774724351059
linear,null,15,7b9f3a2b325a905c40045b85f34138c85fd662e081b2937d77156a8ce950d2eb,1e59776a68e7130842e232f152849723566aba38812cf9b5ef85632ee0cc0627,extrapolated,0.2671542742429461,0.3946751904072522,0,0.002837643027305603,0.013226475855775919,0.0240774724351059
linear,null,15,7b9f3a2b325a905c40045b85f34138c85fd662e081b2937d77156a8ce950d2eb,1e59776a68e7130842e232f152849723566aba38812cf9b5ef85632ee0cc0627,kci_gamma,63.20815208694709,0.6573560910722218,0,0.10211754590272903,0.013226475855775919,0.0240774724351059
linear,null,16,844b5ff39f855e0a68b2384a7357d35a8fdc25dd0b65a1f53bc9f838f0d202e3,da78527dc064992f8e9daca7ab0d028802694cf06ea18278027198d4f7d8ff34,gcm_coarse,0.36121801049313335,0.3589682396878337,0,0.0006783083081245422,-0.006238891966243683,-0.009840827274537117
linear,null,16,844b5ff39f855e0a68b2384a7357d35a8fdc25dd0b65a1f53bc9f838f0d202e3,da78527dc064992f8e9daca7ab0d028802694cf06ea18278027198d4f7d8ff34,gcm_fine,-1.4788125898499926,0.9304047949673249,0,0.0006173737347126007,-0.006238891966243683,-0.009840827274537117
linear,null,16,844b5ff39f855e0a68b2384a7357d35a8fdc25dd0b65a1f53bc9f838f0d202e3,da78527dc064992f8e9daca7ab0d028802694cf06ea18278027198d4f7d8ff34,gcm_spline,-1.0289527310133006,0.8482490561880682,0,0.0034979507327079773,-0.006238891966243683,-0.009840827274537117
linear,null,16,844b5ff39f855e0a68b2384a7357d35a8fdc25dd0b65a1f53bc9f838f0d202e3,da78527dc064992f8e9daca7ab0d028802694cf06ea18278027198d4f7d8ff34,extrapolated,-1.8095041920351402,0.9648136452579303,0,0.002843361347913742,-0.006238891966243683,-0.009840827274537117
linear,null,16,844b5ff39f855e0a68b2384a7357d35a8fdc25dd0b65a1f53bc9f838f0d202e3,da78527dc064992f8e9daca7ab0d028802694cf06ea18278027198d4f7d8ff34,kci_gamma,110.94016528361759,0.18198088348527786,0,0.10157662257552147,-0.006238891966243683,-0.009840827274537117
linear,null,17,f04915b9efe0a9e0715f5adaf1e23512d8084afa9e89dfbf344757c3bf0360c8,875825bf5116bdfee6665f1247cc8ab6b35a49d8c1f9c18a96b0c7e96462060f,gcm_coarse,0.36038619232887686,0.3592791754156607,0,0.0006654709577560425,-0.0014902543652699758,-0.002611108255272991
linear,null,17,f04915b9efe0a9e0715f5adaf1e23512d8084afa9e89dfbf344757c3bf0360c8,875825bf5116bdfee6665f1247cc8ab6b35a49d8c1f9c18a96b0c7e96462060f,gcm_fine,-0.42424667836087376,0.6643070390834679,0,0.0006605722010135651,-0.0014902543652699758,-0.002611108255272991
