entities,times,lookback,injected_association,method,replications,rejections,rejection_rate,wilson_low,wilson_high,mean_statistic,sd_statistic,mean_score,exact_mean_score,mean_score_mc_se,mean_reported_se,empirical_mean_score_sd,reported_se_over_empirical_sd,undefined_statistics
400,40,1,0.0,directional,500,31,0.062,0.044019209142681565,0.08665971310163822,0.05220271971144004,1.0393058587957245,0.0006034717280143073,0.0,0.0005243484956202869,0.01133798543075697,0.011724788801067124,0.9670097792912953,0
400,40,1,0.0,gapped_complementary,500,74,0.148,0.1195614053892054,0.18180613029572734,0.6003051990711143,1.0397759674892812,0.006565075410236632,0.006222222222222225,0.0005056535722654756,0.010912363686664516,0.011306757606512058,0.9651187428285901,0
400,40,1,0.1,standard,500,500,1.0,0.9923756595384479,1.0,9.797938698553905,1.0566935852833668,0.10781050919673002,0.10742187499999999,0.000512484697078946,0.011011691213068265,0.011459506200969112,0.9609219646948682,0
400,40,1,0.1,directional,500,500,1.0,0.9923756595384479,1.0,8.790015116456104,1.054374638939594,0.1006871525802402,0.10000000000000002,0.0005313902352343443,0.011463945795750248,0.011882246885635979,0.9647961287194429,0
400,40,1,0.3,standard,500,500,1.0,0.9923756595384479,1.0,26.52716675341514,1.228962474190394,0.31418469959131345,0.31367187500000004,0.0005552697538051025,0.011855266150243663,0.012416209153577816,0.9548217176115695,0
400,40,1,0.3,directional,500,500,1.0,0.9923756595384479,1.0,24.524475359862993,1.2045323879418846,0.30085451428469195,0.3,0.0005699028285413637,0.012279488153158625,0.012743414651878967,0.963594804736897,0
400,40,5,0.0,standard,500,42,0.084,0.06274413680383038,0.1115993144601811,0.19210550128532383,1.0226626415202462,0.002332552743050757,0.001953125,0.0005383983944852841,0.011779581811353499,0.012038954090458432,0.9784555803472579,0
400,40,5,0.0,directional,500,39,0.078,0.05758139347616159,0.10485354987338852,0.06945115590869605,1.0253082308431245,0.0009467382758392622,0.0,0.0005768323606072655,0.012586794388252248,0.012898363699395177,0.9758442761884952,0
400,40,5,0.0,gapped_complementary,500,428,0.856,0.8225095437017246,0.8840619258896502,2.705672902162608,1.0001888790358144,0.03432479766445795,0.03388429752066116,0.0005794598906700024,0.01265053127913776,0.012957117057727216,0.9763384264243705,0
400,40,5,0.1,standard,500,500,1.0,0.9923756595384479,1.0,8.847193711114,1.0029336714234387,0.10551964794034249,0.10507812499999998,0.0005475465467887031,0.01193163186988236,0.012243512994648093,0.9745268269897649,0
400,40,5,0.1,directional,500,500,1.0,0.9923756595384479,1.0,7.9272311723801705,1.0033748488610161,0.10103041912806517,0.10000000000000002,0.0005839801469603307,0.012749173666288954,0.013058193061136166,0.9763352101320268,0
400,40,5,0.3,standard,500,500,1.0,0.9923756595384479,1.0,24.443675247171242,1.1616527468845117,0.31189383833492595,0.31132812500000007,0.0005892495358690631,0.01277306674354493,0.013176020179134258,0.9694176670867998,0
400,40,5,0.3,directional,500,500,1.0,0.9923756595384479,1.0,22.203570845766553,1.1239876677174847,0.30119778083251697,0.3,0.0006206226462470209,0.013578936703603354,0.013877544253841436,0.9784826807411964,0
