design,signal,training_rows,validation_pairs,groups,peers,replications,rejections,rate,wilson_low,wilson_high,normal_rejections,budget_failures,coverage_failures,mean_bias_budget,mean_sampling_radius,mean_lower_bound,mean_p,target,total_observations
eight_balanced,0.5,512,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.14280231498586454,0.009470328762421197,-0.12542920251904344,1.0,0.026428571428571426,27136
eight_balanced,0.5,512,8192,100,64,1000,5,0.005,0.0021375355273244596,0.011650955373375113,1000,0,0,0.011440262590429302,0.018940657524842395,-0.003573353039651236,0.14509962160731812,0.026428571428571426,23296
eight_balanced,0.5,512,8192,400,64,1000,1000,1.0,0.996173241514445,1.0,1000,0,0,0.011440262590429302,0.009470328762421197,0.005932849876391814,0.000874070207390965,0.026428571428571426,42496
eight_balanced,0.5,8192,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.1368430287123926,0.018167756383650688,-0.1285884454879891,1.0,0.026428571428571426,15616
eight_balanced,0.5,8192,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,1000,0,0,0.1368430287123926,0.009083878191825344,-0.11946482233599647,1.0,0.026428571428571426,34816
eight_balanced,0.5,8192,8192,100,64,1000,417,0.417,0.38681470363066783,0.4478205382779342,1000,0,0,0.008448297343153477,0.018167756383650688,-0.00019371411874996225,0.05483368103082709,0.026428571428571426,30976
eight_balanced,0.5,8192,8192,400,64,1000,1000,1.0,0.996173241514445,1.0,1000,0,0,0.008448297343153477,0.009083878191825344,0.008929909033242658,0.00011002606798135513,0.026428571428571426,50176
eight_rare,0.0,32,512,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,462,0,0,0.1912942912213117,0.02500090942037984,-0.215456227684732,1.0,0.0,7456
eight_rare,0.0,32,512,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,503,0,0,0.1912942912213117,0.01250045471018992,-0.202935497311368,1.0,0.0,26656
eight_rare,0.0,32,8192,100,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,462,0,0,0.03489795142579968,0.02500090942037984,-0.059059887889219974,1.0,0.0,22816
eight_rare,0.0,32,8192,400,64,1000,0,0.0,2.168404344971009e-19,0.0038267584855551234,503,0,0,0.03489795142579968,0.01250045471018992,-0.046539157515856,1.0,0.0,42016
