design,signal,fit,training_rows,validation_pairs,groups,peers,total_observations,replications,target,learning_lcb_gain,sampling_lcb_gain,total_lcb_gain,lcb_additivity_max_error,interaction,interaction_plus,interaction_minus,interaction_ci_lower,interaction_ci_upper,learning_average_delta,learning_average_ci_lower,learning_average_ci_upper,sampling_average_delta,sampling_average_ci_lower,sampling_average_ci_upper,average_ci_method,interaction_ci_method
eight_rare,-0.125,estimated,8192,512,25,64,10816,1000,-0.0068275510204081,0.007595672957136609,0.021707917087958439,0.029303590045095043,2.3245294578089215e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.125,estimated,8192,8192,400,64,50176,1000,0.0068275510204081,0.000432598502056568,0.0075555194795608911,0.0079881179816174604,2.0209528495129803e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.125,estimated,8192,8192,1600,64,126976,1000,0.0068275510204081,0.000432598502056568,0.0039595941883108889,0.0043921926903674555,2.0209528495129803e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,512,25,64,10816,1000,0.013655102040816301,0.0042279810253418298,0.021318006810185884,0.025545987835527712,2.3592239273284576e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,512,100,64,15616,1000,0.013655102040816301,0.0042279810253418298,0.013557085747159829,0.017785066772501659,2.1857515797307769e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,512,400,64,34816,1000,0.013655102040816301,0.0042279810253418298,0.0075009572844398492,0.011728938309781681,2.2377932840100812e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,512,1600,64,111616,1000,0.013655102040816301,0.0042279810253418298,0.0039312055382535148,0.0081591865635953428,2.1510571102112408e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,8192,25,64,26176,1000,0.013655102040816301,0.00035424942994309139,0.021318006810185884,0.021672256240128973,2.0469737016526324e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,0,-0.085893881669347513,0.085893881669347513,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,8192,100,64,30976,1000,0.013655102040816301,0.00035424942994309139,0.013557085747159829,0.013911335177102878,3.0010716134398763e-16,0.161,161,0,0.13137918569005935,0.18880480515553338,0.080500000000000002,0.037553059165326245,0.12344694083467375,0.35449999999999998,0.26860611833065245,0.44039388166934751,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,8192,400,64,50176,1000,0.013655102040816301,0.00035424942994309139,0.0075009572844398492,0.0078552067143828411,3.0097452308197603e-16,0,0,0,-0.0043724395646712729,0.0043724395646712729,0,0,0.042946940834673757,1,0.91410611833065247,1,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
eight_rare,0.25,estimated,8192,8192,1600,64,126976,1000,0.013655102040816301,0.00035424942994309139,0.0039312055382535148,0.0042854549681965622,3.0054084221298183e-16,-0.17999999999999999,0,180,-0.20890816414558025,-0.14912998142038528,0.089999999999999997,0.04705305916532624,0.13294694083467376,0.35099999999999998,0.26510611833065245,0.43689388166934751,pointwise bounded Hoeffding on paired per-replication factor averages; widths1 and2,paired ternary contrast; Bonferroni of two97.5%CP marginal intervals; pointwise
